ORF	T0.0	T0.5	T1.0	T1.5	T2.0	T2.5	T3.0	T3.5	T4.0	T4.5	T5.0	T5.5	T6.0	T6.5
YBR137W	0.2525	0.2995	-0.0150	0.1090	-0.1940	0.9080	-0.1638	0.0460	-1.8755	-0.3299	-0.0790	-0.1175	0.0029	-0.1270
YJL033W	-1.3410	-0.5400	-0.4860	-0.0180	0.5710	0.5500	-0.0650	-0.2860	-0.3460	0.2670	-0.3130	-0.7370	-0.9220	-0.2910
YGL180W	0.0040	0.5920	0.1490	0.3700	-0.4890	-0.1810	0.1650	-0.0060	0.2350	0.1870	-0.0100	0.1170	0.4290	0.2450
YNL263C	-0.7570	-0.3670	-0.5000	-0.3100	0.4220	0.3770	0.1410	0.5400	0.3570	0.1690	-0.0060	0.2180	0.1720	0.3170
YPR107C	0.4100	-0.1660	-0.3610	-0.3260	0.2050	-0.0510	-0.5330	-0.1160	-0.2830	-0.3340	-0.2680	-0.1740	-0.2980	0.2090
YGR147C	0.0890	0.0780	-0.1650	0.1080	0.3280	0.2470	0.1410	0.3970	0.0640	0.3290	0.2280	0.2300	0.0690	0.3650
YKL201C	-0.2070	0.2030	-0.3720	-0.2170	-0.1170	-0.4440	-0.4510	-0.6590	-0.6990	-0.6070	-0.6080	-0.5480	-0.5300	-0.7890
YEL054C	-0.5580	0.7430	0.9600	0.7600	0.9950	1.2110	1.1410	0.9600	0.5280	0.6750	0.7250	0.2580	0.1510	0.3170
YOR276W	-0.3700	-0.2140	0.0000	0.0340	0.7680	0.7020	-0.1750	0.2240	0.0220	0.1200	0.1600	-0.0310	-0.3150	-0.0180
YLR223C	-0.7820	-0.1080	-0.2300	0.3170	0.3230	0.4490	-0.2640	-0.5140	-0.2570	-0.1670	-0.1920	-0.2560	-0.0680	-0.4830
YGL233W	0.6690	-0.0295	-0.3365	0.2130	-0.0790	-0.0510	0.0650	-0.0325	-0.0820	0.0160	0.0810	0.0585	-0.1825	0.0865
YML006C	-0.1940	-0.0820	-0.0070	-0.3150	-0.0690	-0.0410	0.0030	-0.3130	-0.3230	-0.3040	-0.2100	-0.3910	-0.2940	-0.8440
YJL186W	-1.0890	0.2560	0.2990	0.1790	0.2650	0.1360	0.3900	0.7260	0.4320	0.4880	0.4890	0.3020	-0.1370	0.3400
YDR028C	0.5580	0.2090	0.0280	0.2470	0.1370	0.2360	0.3100	0.0180	0.3210	0.4290	0.3280	0.3010	0.4300	0.2650
YML010W	-0.1330	0.2900	0.1460	0.6860	0.3130	0.4900	0.2990	0.6210	0.7220	0.6370	0.2960	0.2180	0.5310	0.6350
YOR049C	0.7430	-0.3480	-0.4690	-0.3770	-0.1430	-0.3350	-0.1990	-0.4140	-0.1630	-0.4110	-0.4270	-0.2480	-0.1160	-0.0620
YDR496C	-0.3130	-0.2590	-0.1355	0.2660	0.5315	0.0505	-0.0950	-0.3165	-0.2125	0.1005	-0.3395	-0.4710	-0.5330	-0.4435
YIL136W	1.2740	0.5850	0.8240	0.9400	-0.3290	-0.1980	0.0600	0.8210	1.0520	0.2980	0.1330	0.7200	1.2520	0.5880
YCR047C	-0.3040	0.0620	-0.1630	0.2040	0.4180	0.1570	0.1390	-0.0110	0.2140	-0.1250	0.0380	-0.2330	-0.1530	-0.3110
YFL030W	-0.0970	0.7280	0.5700	0.6180	0.1980	-0.0450	0.0690	0.2950	0.6200	0.4260	0.2480	0.8730	0.4980	0.5300
YPL050C	-0.6740	-0.0990	-0.1670	0.3140	0.6740	0.6880	0.2970	0.3820	-0.0340	0.1170	0.4270	-0.0480	-0.8830	0.0350
YNL306W	0.3760	-0.1880	-0.1000	-0.0310	-0.0050	-0.1630	0.1710	0.0440	-0.0800	-0.3300	0.1600	0.1210	-0.0050	-0.0560
YMR146C	-0.3700	-0.3170	-0.3110	0.3080	0.2580	0.6070	0.2520	0.1630	0.3040	0.4260	0.0790	0.1920	0.0570	-0.0150
YGR064W	-0.1240	-0.1490	0.1980	0.1370	0.2580	0.1900	0.2330	0.1150	0.0680	-0.1340	0.2940	-0.1100	-0.1800	-0.0330
YER181C	0.2970	0.1070	-0.1160	0.3060	-0.1170	-0.1180	0.0000	-0.6050	-0.3650	-0.6290	-0.0780	-0.9320	-0.5610	-0.1230
YGR125W	-0.1820	-0.2440	-0.2800	-0.3060	-0.3500	-0.2850	-0.3440	-0.1560	0.2050	0.1260	-0.1650	-0.0380	0.1670	0.1310
YAR028W	0.7233	0.0560	0.1513	0.2213	-0.2700	0.2487	-1.0033	-0.1763	0.0937	-0.3447	-0.2050	0.0270	0.1930	-0.1933
YER078C	-0.2660	-0.6760	-0.1430	-0.1550	-0.2080	0.2170	0.0300	0.2950	0.3070	0.1870	0.1820	0.1500	0.2900	0.2950
YLR217W	1.8340	0.1060	0.3470	0.1070	-0.1740	-0.1710	-0.1530	-0.1970	-0.0600	-0.0620	0.0000	0.0570	0.2370	0.2670
YCL007C	0.2750	0.1200	0.4050	-0.0810	0.3120	0.3370	0.5790	0.2050	-0.0110	0.2980	0.4000	-0.0620	-0.0860	-0.1320
YML083C	-0.7060	-0.2020	-0.7060	-0.8580	-0.5870	-0.5030	-0.3010	-0.3000	-0.0840	-0.5850	-0.4720	-0.7670	0.0940	-0.4610
YFL010C	0.3000	0.6380	0.1640	0.3830	-0.0350	-0.0180	0.1880	0.4500	0.4650	0.3040	0.4900	0.5320	0.5430	0.4890
YEL070W	-0.1320	-0.3320	-0.3480	0.0980	-0.4180	-0.2940	0.0210	-0.4930	-0.0390	-0.4110	-0.0230	-1.1190	-0.5640	-0.1350
YOR120W	1.2510	-0.0310	0.3180	0.3620	-0.3060	-0.2600	-0.0910	-0.3290	-0.0730	-0.2970	-0.1420	0.3250	0.5820	0.4590
YNL153C	0.3190	0.6490	-0.0250	0.2830	0.5220	0.1370	0.1850	0.2040	-0.4570	0.0340	0.1800	0.1490	1.2820	0.1590
YGR282C	0.1490	-0.3310	-0.0360	0.0230	0.0190	0.2550	0.5300	0.2800	0.2300	0.2070	0.3030	0.3740	-0.0800	0.0180
YJR108W	-0.0050	-0.1980	-0.0320	-0.1580	0.1730	0.0190	0.1150	-0.6130	-0.6680	-0.5460	0.0990	-0.2450	-0.9860	0.1580
YCR050C	-0.4620	0.3180	-0.3250	-0.2370	0.0310	0.2130	-0.1240	0.0770	0.0100	-0.2310	-0.1400	-2.2600	0.0870	-0.0210
YHR178W	-0.0940	-0.2540	-0.0430	-0.1190	-0.4000	-0.6880	-0.2130	-0.1520	0.3260	-0.0510	-0.5230	0.4040	0.3550	0.0180
YGL018C	0.6390	0.3720	0.2270	-0.3090	0.1830	0.1980	0.4180	-0.0660	-0.1430	0.1050	0.4900	-0.2780	-0.3410	0.3180
YNL249C	-0.1410	0.4350	0.2100	0.1320	0.2170	0.0540	0.1740	-0.3870	-0.4870	0.0020	0.2710	-0.2030	-0.2470	0.0960
YPL267W	-0.9620	-1.1330	-0.6190	-0.2940	0.4230	0.1630	0.2730	0.0730	-0.2270	-0.1420	-0.3430	-0.6720	-1.9070	-0.7330
YPL139C	0.2340	-0.0850	-0.0670	-0.0900	0.1130	0.0790	0.0530	0.1670	-0.2410	-0.0850	0.1350	-0.2710	-0.2660	-0.1620
YDR530C	0.3340	0.6810	0.2570	0.2050	0.0200	-0.2130	-0.0060	0.7190	0.5620	0.3780	0.0840	0.3730	0.7850	0.9250
YJL127C	-0.8205	-0.0035	-0.4435	-0.2545	0.0390	-0.2065	0.1250	-0.2865	0.0535	0.0980	-0.4340	0.1525	1.0820	0.0310
YPR150W	0.3845	-0.3285	-0.7105	-0.1600	-0.3225	-0.9220	-0.4965	-0.3760	0.4740	-0.4665	-0.4320	-0.4290	0.6420	-0.4265
YPL063W	0.4390	-0.0900	-0.0100	0.5370	0.2570	0.0570	0.3630	0.0940	-0.1720	-0.1570	0.3250	-0.0920	-0.3770	-0.3970
YPL247C	1.0560	0.0740	-0.1740	0.2270	-0.5410	-0.8570	-0.4840	-0.2500	-0.1750	-0.6150	-0.7880	-0.0730	-0.0480	-0.0480
YPR088C	0.6200	0.1530	-0.0200	0.4180	0.3460	0.0870	0.3450	0.3850	0.1810	0.1360	0.1670	-0.0300	-0.3350	0.2000
YGR059W	-0.1110	-0.1980	-0.3210	-0.2640	-0.2270	-0.4440	-0.1800	-0.1190	-0.3840	0.1030	0.0780	-0.3720	-0.5620	-0.0450
YMR321C	-1.0480	-0.6050	-0.3890	-0.2800	-0.0030	-0.1510	-0.1880	-0.1490	-0.3310	-0.1670	-0.3100	-0.3330	-0.3910	-0.4790
YDR519W	-0.2260	0.1030	-0.0250	-0.3140	-0.1990	-0.0750	0.1520	0.0610	0.1460	0.1610	0.2200	0.3270	0.2250	0.0510
YIL133C	-0.9480	-0.0890	-0.1410	0.1300	0.7390	0.0800	0.1540	0.0810	0.0030	0.0950	-0.1480	-0.2290	-0.6090	-0.4830
YKL045W	-1.1380	-0.6830	-0.7660	0.4530	0.1260	0.4840	-0.5140	0.5580	0.1400	0.3120	0.0220	-0.1760	-0.9100	0.2220
YLR026C	0.4590	0.4570	0.4650	0.3410	0.3610	0.1690	0.1000	0.2670	0.0940	0.2130	0.2950	0.1500	0.3040	0.1630
YGR075C	-0.0370	-0.1480	0.0160	-0.1240	0.3590	0.1440	0.1200	0.0370	-0.0290	-0.1360	0.3640	-0.1220	-0.4890	-0.0770
YML128C	1.0870	0.3470	0.6370	0.6880	-0.8920	-1.0690	-0.7960	-0.5000	0.4690	-0.5940	-1.1690	0.6390	1.5650	0.9660
YPL244C	-0.5930	-0.0290	-0.2420	0.4700	0.7090	0.4260	-0.0260	0.2210	-0.0120	0.1340	0.1800	-0.0990	-0.5720	-0.1570
YDL225W	-0.0330	0.1120	0.0970	-0.1970	-0.2030	0.0680	-0.0910	0.0310	-0.0180	0.1060	0.1050	0.2310	0.1990	-0.0110
YHR219W	-0.5350	0.1140	0.4320	0.4160	0.3220	0.8780	0.7140	0.5830	0.6070	0.5870	0.2320	0.5610	0.3540	0.5440
YKR084C	-0.0310	-0.1590	-0.1350	0.0450	0.2010	-0.0900	-0.2170	-0.1800	-0.0690	-0.3420	-0.1080	0.1590	-0.2830	0.0150
YKL223W	-0.3830	-0.2370	-0.6390	-0.4700	-0.2210	-0.5690	-0.3140	-0.3810	-0.4340	-0.6270	-0.3050	-0.3220	-0.6730	-0.5710
YIL148W	-0.2090	0.5890	0.3640	0.5740	0.4010	0.6340	0.4210	0.3890	0.0640	0.1500	0.3900	-0.1000	-0.3650	0.0210
YBR124W	0.0586	-0.6815	-0.5325	-0.1320	-0.3045	-1.2455	-0.4315	-0.1560	0.1441	-0.4860	-0.5835	-0.7209	-0.7520	1.7675
YOR341W	-1.0010	-0.2500	-0.0860	-0.0550	-0.0740	0.1470	0.2520	-0.1140	0.1700	0.1100	-0.1140	0.1280	-0.3290	0.1860
YLR028C	0.3950	0.8420	0.5730	0.2150	-0.3380	-0.2840	-0.2700	0.5030	0.5880	0.5070	-0.0130	0.6250	0.8460	0.6980
YNL173C	0.4700	0.6350	0.1660	0.1900	-0.4380	-0.5290	-0.0700	0.1200	0.3200	0.1230	0.4810	0.6530	0.9040	0.6530
YOR050C	-0.1930	0.2550	0.1460	0.3130	0.1220	0.0080	-0.0550	0.2040	0.1300	0.1690	0.4100	0.0430	-0.1610	0.2110
YCR053W	-0.4970	0.1240	-0.3330	0.0750	0.2890	0.0590	-0.0040	-0.0750	0.3200	0.0150	-0.1210	0.3650	0.1880	0.1500
YDR256C	-0.0110	0.5280	0.0620	-0.4970	-0.8650	-1.7100	-0.4380	0.4780	0.5880	0.3590	0.1880	0.9190	1.3650	0.6430
YDR108W	0.5000	0.2480	0.1130	-0.2280	0.1430	0.0970	-0.4940	-0.0880	-0.1360	-0.1450	0.1480	-0.0920	-0.2920	0.2200
YMR277W	-0.2740	-0.4380	-0.3230	-0.2350	0.3140	0.3130	0.2140	0.1410	0.1340	-0.0160	-0.3240	-0.0320	-0.2510	-0.1530
YPL091W	-0.1370	-0.4230	-0.1810	0.3220	-0.0770	-0.1360	-0.1610	0.0580	0.3510	0.3260	-0.4600	0.5690	0.6900	0.4900
YLR190W	-1.1320	-0.0980	-0.6330	-0.5130	-0.5410	-0.4170	-0.0390	0.6450	0.7590	0.8440	0.9660	0.8080	0.5730	0.5130
YDR102C	-0.2190	-0.0760	-0.3110	-0.3160	0.0040	0.0740	-0.4630	-0.6680	-0.3320	-0.5010	-0.0980	-0.5040	-0.0940	0.0240
YOL032W	1.6200	-0.3560	-0.1760	-0.0290	-0.6470	-0.5570	-0.3110	-0.4170	-0.2760	-0.5550	-0.1930	-0.1980	-0.0560	-0.1220
YIR035C	0.5740	0.3960	0.6680	-0.0550	0.4600	0.2880	0.3590	0.1250	-0.2050	0.0620	0.4680	0.0910	-0.1690	0.2850
YML113W	-0.3030	-0.4090	-0.2500	0.1210	0.3350	0.1030	-0.1030	-0.2990	0.4740	0.1510	-0.3630	-0.1940	0.3960	-0.3200
YDR472W	-0.4200	-0.5420	-0.3890	-0.4470	-0.2150	-0.1420	-0.3830	-0.2020	-0.0170	-0.1140	-0.0490	-0.0420	-0.2270	-0.0200
YHR185C	-0.0610	0.1210	-0.5150	-0.5860	-0.1470	-0.4890	-0.1180	-0.5190	-0.5110	-1.0300	-0.1910	-0.8930	-0.2100	-0.3550
YLL019C	0.7640	0.7040	0.3000	0.1810	-0.0620	0.1890	-0.0790	0.3080	0.2490	0.2760	0.2060	0.4320	0.3490	0.3620
YLL048C	-0.1865	-0.0425	-0.2200	0.0195	0.0100	-0.0735	-0.0115	-0.2170	-0.1525	-0.1815	-0.3345	-0.0060	-0.2805	-0.2735
YKL203C	-1.0035	-0.7285	-0.1210	-0.3735	-0.3350	-0.3420	0.0230	-0.5080	-0.1355	0.1605	-0.6225	-0.1759	-0.3546	-0.2720
YJR088C	0.6540	0.6800	0.3790	-0.0280	0.2130	0.0540	0.0760	-0.1810	-0.4220	-0.2160	0.4420	-0.1930	-0.4250	0.0930
YKL195W	1.6425	-0.5204	-0.4430	-0.0675	-0.1425	0.2960	-0.4560	-0.0545	0.1245	-0.1410	0.0685	-0.7790	-1.2570	-0.2810
YIL083C	0.0220	-0.1760	-0.4450	-0.3870	-0.0450	-0.4040	-0.6190	-0.5850	-0.5470	-0.6640	-0.5440	-0.6040	-0.4600	-0.4380
YKR065C	-0.0590	-0.4930	-0.6340	-0.3440	-0.1150	-0.0610	-0.1610	0.2590	0.2180	0.2020	0.2540	0.1730	0.2450	0.1840
YNR015W	-1.1250	-0.4500	-0.5480	-0.0160	0.0880	-0.2940	0.1430	-0.1270	-0.2620	-0.3320	-0.3970	-0.2880	-0.5820	-0.0980
YKL219W	0.0760	0.1370	-0.2380	-0.4480	-0.2850	-0.5630	-0.1070	-0.3890	-0.2850	-0.6120	-0.5500	-0.4270	-0.1680	-0.4420
YFR010W	0.7200	0.1970	-0.2380	-0.6180	-0.3840	-0.2470	-0.6230	-0.1300	-0.0100	0.0920	-0.0020	0.0200	0.0440	-0.0030
YFL058W	-0.4010	-1.1970	-0.1510	-0.5670	-0.3590	-0.4310	-0.2430	0.1690	0.2730	0.0660	0.1000	-0.0340	-0.3880	0.3580
YCR034W	-1.7470	-0.1130	-0.0060	-0.0060	0.4570	0.8580	1.0760	0.8180	0.1930	0.4730	0.5330	0.0750	-0.3480	0.1070
YMR299C	0.0860	-0.4790	-0.5510	-0.5500	-0.3690	-0.4160	-0.1150	-0.2220	-0.2860	-0.7050	-0.5350	-0.4680	-0.5160	-0.5280
YEL019C	0.0620	0.1980	-0.2360	-0.2000	0.3200	0.0800	0.0940	-0.1340	-0.4560	-0.2280	0.1880	-0.3900	-0.3660	-0.2460
YHR001W	0.2660	0.6930	0.4400	0.1970	0.0550	0.1620	0.0670	0.7700	0.1750	0.1900	-0.1580	0.2770	0.6850	0.5490
YPL104W	-1.1570	0.3220	-0.9090	-0.3100	-0.3810	-0.1810	-0.1180	0.4330	0.3030	0.2970	-0.5350	0.1880	-0.3020	-0.0200
YOL061W	-0.2610	-0.1540	-0.2430	0.1180	-0.0420	-0.0970	0.0460	-0.0490	-0.2000	-0.2420	-0.4710	-0.3290	-0.4010	-0.2700
YER131W	-0.0220	0.3620	0.5540	1.0450	1.1200	1.1020	0.9260	0.7000	0.4450	0.5030	0.7330	0.3120	-0.0320	0.0970
YFL060C	0.0930	-0.7870	0.0150	-0.2240	0.1590	0.3490	0.1540	0.0710	0.1050	0.0800	0.3510	-0.0520	-0.3370	0.4490
YNL162W	-0.5810	-0.1250	0.2810	0.5100	0.5040	0.2280	0.3690	0.3160	0.1980	-0.0020	-0.1130	-0.1890	-0.3400	-0.3390
YGL075C	-0.7250	-0.7670	-0.6980	-0.3920	-0.0980	-0.3800	-0.1780	-0.2570	-0.4290	-0.7040	-0.3980	-0.5700	-0.7460	-0.6800
YER067W	2.2050	-0.6960	-0.0160	-0.8110	-1.9840	-1.2920	-0.3880	-0.4000	-0.1280	-0.6200	0.5030	0.8480	1.0370	0.5270
YNL136W	0.4490	-0.3670	-0.3350	0.0410	-0.1940	-0.4670	-0.3050	-0.3850	-0.1780	-0.2540	-0.4620	-0.2830	-0.2090	-0.2430
YDR032C	0.2910	0.6210	0.4920	0.1780	-0.0620	-0.4420	-0.5090	0.5060	0.4970	0.4170	-0.0010	0.6700	1.2640	1.0620
YHR187W	-0.2630	0.0380	-0.1400	-0.2510	-0.1040	-0.1910	-0.2980	-0.1880	-0.1940	-0.2510	0.0160	-0.1470	-0.3930	-0.2630
YPL261C	0.9350	0.0470	0.0420	0.0040	-0.1530	-0.2150	0.0420	-1.1850	-0.3810	-0.1330	0.0470	0.0930	-0.0140	-0.2520
YDR321W	-1.6660	-0.5120	-0.4690	-0.1480	0.1800	-0.1750	-0.0510	-0.1920	-0.4500	-0.1820	-0.4030	-0.4060	-0.6380	-0.3130
YOR221C	1.1795	0.2355	0.1400	0.4240	0.2020	-0.2290	-0.0725	-0.1650	-0.1020	-0.2240	0.0320	-0.1875	-0.3800	-0.2705
YKR020W	0.8210	0.9260	-0.6180	-0.0430	0.1730	0.0640	0.0970	-0.0010	-0.1860	-0.3760	0.0000	-0.0260	-0.2670	0.0550
YLR278C	-0.2360	0.0170	-0.0420	-0.0030	-0.3230	-0.2490	-0.2100	0.1390	0.2600	0.3830	-0.5240	0.1660	0.1340	0.1850
YML106W	-0.7880	-0.0690	0.0010	-0.2680	0.5040	0.5270	0.4640	0.5980	0.1720	0.4370	0.5050	0.0210	-0.1160	0.1130
YMR187C	-0.3630	-0.5050	-0.4210	-0.2190	0.1090	-0.0490	-0.0880	-0.1640	0.0040	-0.2040	-0.1340	-0.1950	-0.6090	0.1330
YOR366W	0.4100	0.3810	0.2040	-0.0070	0.1680	0.1330	0.1890	-0.3210	0.0440	0.7620	0.0830	-0.2660	-0.1490	0.0810
YLL067C	-1.0320	0.4410	-0.1030	0.1990	0.2770	0.3490	0.5290	0.7060	0.3870	0.5250	-0.0460	0.2140	0.3820	0.5130
YLR304C	-0.9440	-0.0350	0.0540	0.1840	0.0570	0.1300	0.2010	0.6300	0.7770	0.7610	0.5330	0.8290	0.6300	0.5420
YHR216W	-1.4890	0.2870	0.2060	0.3230	0.8190	0.9300	0.6270	0.5990	0.1150	0.4810	0.5920	0.0420	-0.3460	0.2590
YDR019C	-0.0900	0.2700	-0.0190	-0.0250	-0.7120	-0.6700	-0.4540	-0.3270	0.0420	0.4160	0.2680	0.5470	0.7190	0.7350
YKR068C	-0.1400	1.2670	-0.6650	-0.6460	-0.5330	-0.5990	-0.5140	-0.4320	-0.0520	-0.6440	-0.1510	-0.1030	-0.1240	-0.5040
YJR049C	0.6500	-0.3900	-0.1320	-0.3210	-0.3290	0.0170	-0.3480	0.1440	0.1090	0.2390	0.0350	0.0450	0.3170	0.2180
YGL161C	0.5090	0.3040	0.3290	0.2480	-0.0560	0.0260	0.3800	0.3280	0.0650	-0.1740	0.3050	0.2470	-0.2930	0.2090
YMR061W	0.0580	-0.2900	-0.4220	-0.0430	-0.1310	-0.2250	-0.4870	-0.4380	-0.3050	-0.4430	-0.1980	-0.0500	-0.2720	-0.5210
YNR047W	0.6440	0.1410	-0.2210	-0.3040	-0.0650	-0.0210	-0.3070	-0.2410	0.0180	-0.0990	-0.3610	0.1620	-0.4600	-0.0500
YPR074C	-1.9650	-0.8150	-0.0850	0.7640	0.7940	0.4590	0.4400	0.5440	0.3840	0.3500	0.2340	0.2420	-0.2680	-0.1630
YPL195W	-0.0070	-0.1860	-0.5540	-0.1520	-0.4920	-0.2660	-0.2270	-0.4380	-0.1400	-0.4190	-0.4360	-0.0950	-0.4740	-0.4240
YKL144C	-0.7230	0.0130	-0.4780	-0.5050	0.2920	0.0910	-0.2540	-0.0230	-0.0280	-0.3000	-0.0690	-0.1160	-0.4510	-0.2320
YLR083C	-2.0800	-0.7810	-0.8710	-0.6930	0.0370	0.1250	0.2380	0.0250	0.0600	0.0400	-0.0870	0.1120	-0.4050	-0.7400
YOL035C	0.5020	-0.0800	0.0990	0.6360	0.5120	0.3790	0.1120	0.0770	0.0750	-0.0040	0.0180	-0.2620	-0.1580	0.0780
YIL130W	-0.0440	0.1400	-0.1590	-0.0400	-0.0810	0.0120	-0.0960	-0.3850	-0.0470	0.1900	-0.3320	0.0340	-0.1410	-0.2000
YOR386W	1.6220	0.4110	0.1190	-0.4720	-0.6220	-0.6580	-0.5970	-0.3050	-0.7280	-0.6800	0.0270	0.1620	-0.0720	0.1830
YJR099W	-0.5310	-0.2490	-0.5850	-0.5760	-0.6340	-0.6590	-0.5550	-0.3520	-0.1490	-0.4870	-0.1630	0.1210	0.1360	-0.0730
YDR080W	0.0930	-0.1940	-0.1530	-0.4320	0.0050	-0.1850	-0.2920	-0.0660	0.1770	-0.0370	-0.1630	-0.0430	0.5430	0.0950
YDR022C	0.1700	0.1600	0.0140	-0.6040	-0.3220	-1.8070	-0.1090	-0.3030	-0.0750	-0.2460	-0.2630	-0.5450	-0.8900	0.0640
YGR046W	0.8190	0.1520	-0.0890	-0.1070	-0.0230	-0.2130	0.0050	-0.0290	-0.0440	-0.0900	0.2420	0.0070	-0.2150	-0.2620
YDR371W	-0.6215	-0.2710	-0.6595	-0.1320	-0.2260	-0.2425	-0.1055	-0.1905	0.0410	-0.2275	-0.3875	-0.1620	-0.2620	-0.2140
YNL026W	-0.2210	-0.5150	-1.0000	-0.6740	-0.5320	-0.3120	-0.3110	-0.2200	0.1390	0.1810	-0.3700	0.2950	0.2620	-0.3590
YIL042C	0.5400	0.2490	0.2100	0.1630	-0.0650	0.1700	0.2060	0.1040	0.0360	0.0500	-0.1290	0.7230	0.5520	0.3180
YKR009C	0.5350	0.0990	0.1790	0.1840	-0.7030	-0.4140	-0.2310	0.3810	0.3910	0.3160	0.2300	0.7040	0.8960	0.8570
YKL046C	0.8140	0.1070	0.0720	-0.1210	-0.1120	0.1930	0.0590	0.0360	0.0967	0.1850	0.0840	0.0340	0.1070	0.1570
YEL041W	0.2560	-0.0290	-0.1920	-0.2750	-0.5070	-0.3920	-0.3620	-0.4040	-0.3350	-0.6040	-0.0910	-0.0300	0.0770	-0.3560
YBR101C	0.5644	0.0810	0.0527	0.6630	0.0435	0.7345	-0.4375	1.6995	0.5025	-0.3140	-1.4685	-0.4502	-0.6635	-0.0974
YNL018C	-0.8880	-0.5970	-1.0660	-0.7120	-0.2030	-0.2390	-0.6960	-0.3710	0.0030	-0.5140	-0.8650	-0.4170	0.6840	-0.4220
YOR344C	1.5460	0.6450	0.2310	0.4080	0.5130	-0.0500	-0.3660	-0.3650	-0.8530	-0.4860	-0.2580	-0.3420	-0.5890	-0.1890
YPR194C	-0.3360	-0.3710	-0.3700	-0.2270	-0.4000	-0.3270	-0.4070	-0.5470	-0.1200	-0.3680	0.1080	-0.1660	-0.2960	-0.2810
YNR022C	-0.2410	-1.2430	-0.2300	-0.3910	-0.0430	0.0450	0.0400	0.1520	0.0990	-0.0480	0.2480	-0.0650	-0.0900	-0.1120
YFL001W	-0.0735	0.2195	0.2090	0.2790	0.3220	0.1955	0.1710	0.1215	-0.1315	-0.1130	0.0565	-0.2600	-0.3435	-0.2340
YLL038C	0.2640	-0.1910	-0.3680	-0.2930	-0.1290	-0.2750	-0.2690	-0.1900	-0.1740	-0.3870	-0.3100	-0.3430	-0.5460	-0.2950
YJL179W	-0.0630	0.6010	-0.6250	0.0100	0.1630	0.0040	0.0960	-0.2010	-0.2420	-0.4140	0.0110	-0.3650	-0.3690	-0.4260
YKL056C	-0.5000	-0.0020	-0.0400	0.1730	0.6230	0.7430	0.4400	0.7000	0.3220	0.4350	0.2050	0.0700	-0.2020	-0.0660
YBL085W	-0.0420	-0.0198	-0.0610	-0.1530	-0.1255	0.2535	-0.2300	-0.2190	-0.6345	0.8270	-0.1460	0.3128	-0.2213	1.1240
YDL011C	0.2710	-0.5420	-0.4600	-0.2040	0.0550	0.0780	0.2190	0.2830	-0.1880	-0.3350	-0.1100	-0.2580	0.0050	-0.2770
YPR179C	0.4260	-0.5780	-0.4340	-0.1470	-0.2170	-0.0160	-0.1990	-0.0510	-0.0650	-0.0180	-0.2870	-0.2330	-0.3380	0.2250
YNL066W	-0.6350	-0.9810	-1.3740	-1.6400	-1.1380	-1.1460	-0.9300	-0.4870	-0.0930	0.0110	0.2270	1.0630	1.6530	1.0200
YKR085C	-0.7800	-0.7180	-0.2950	-0.1680	0.3550	0.4080	0.1440	0.7370	0.3830	0.3610	0.3080	0.4510	0.2190	0.1470
YGR047C	-0.6580	-0.0670	-0.4250	-0.2510	-0.3040	-0.2270	-0.3850	0.1650	0.1690	0.4100	-0.2190	0.1670	0.0330	0.1310
YMR247C	-1.1320	-0.2780	-0.1010	-0.0340	-0.0060	-0.1150	-0.0160	-0.2720	0.1480	-0.0170	-0.0790	0.0830	-0.5520	-0.0600
YBR091C	-0.3400	0.0620	-0.0550	-0.3025	-0.1105	-0.2385	-0.0335	-0.1200	-0.0355	-0.1205	-0.1160	-0.2140	0.1375	-0.1445
YDR147W	-0.6680	-0.2090	-0.4020	-1.0880	-0.1620	-0.2120	-0.1200	0.2420	0.0020	0.3760	0.2020	0.1350	0.0780	-0.0280
YFL011W	0.3510	-0.0980	-0.4490	-0.3480	-0.3280	-0.8360	-0.3650	-0.2560	-0.1140	-0.1530	-0.1430	-0.2370	-0.3120	-0.2300
YBR157C	1.5755	0.8230	0.4685	0.3805	-0.1890	-0.3735	-0.6780	-0.8215	-0.7165	-1.1530	-0.8945	-0.5700	-0.6805	-0.8075
YCR057C	-1.2600	-0.0450	-0.0700	0.6780	0.7050	0.7340	0.0960	-0.2660	-0.3370	-0.2220	-0.0630	-0.7900	-0.6900	-0.4740
YHL049C	-1.1260	-0.1280	0.0470	0.1500	0.3110	0.5740	0.4400	0.6890	0.3220	0.6740	-0.0740	0.0870	0.2040	0.5990
YDR469W	-0.1130	-0.6670	-0.4150	-0.5650	0.0240	-0.1330	-0.0790	-0.0610	-0.3130	-0.5920	0.0670	-0.3430	-0.7080	-0.3740
YHR174W	1.4000	0.8350	1.2070	1.1820	0.5430	0.6300	0.3470	0.4820	0.1360	0.1690	-0.2590	0.1700	0.6480	0.7300
YNL137C	-0.0590	-0.3420	-0.4560	0.3360	0.3490	0.2710	0.1960	0.1280	0.1950	0.1240	0.1590	0.3200	-0.2220	0.0010
YOL156W	-0.3620	-0.4570	-0.6300	-0.8200	-0.4560	-0.5210	-0.2860	-0.0040	0.0630	-0.4020	-0.1560	0.0730	-0.3710	-0.1510
YLR410W	-0.1570	0.2730	-0.0630	0.0710	0.0160	0.0600	-0.0130	0.1950	0.2870	0.4030	0.2250	0.1780	0.2090	0.4120
