ORF,T0.0,T0.5,T1.0,T1.5,T2.0,T2.5,T3.0,T3.5,T4.0,T4.5,T5.0,T5.5,T6.0,T6.5
YHR193C,0.461,0.445,0.783,0.877,0.925,0.651,0.827,0.59,0.387,0.44,0.769,0.472,0.264,0.51
YDR144C,-1.172,-1.3565,-0.7545,0.08,0.008,0.4435,0.378,0.544,0.1795,0.351,-0.118,-0.054,0.1615,0.1715
YGR194C,0.589,-0.222,-0.344,-0.396,-0.786,-0.852,-0.192,-0.086,0.358,-0.078,-0.364,0.725,0.506,0.054
YPL061W,-0.739,1.072,0.76,1.015,0.857,0.407,0.537,0.427,0.155,0.252,0.034,0.095,-0.188,-0.201
YCR002C,-0.402,-0.486,-0.441,-0.133,0.012,-0.178,0.066,-0.13,-0.252,-0.415,0.078,-0.198,-0.501,-0.607
YJR070C,-2.022,-0.291,-0.546,0.252,0.844,0.51,0.303,0.058,0.052,0.259,-0.105,-0.231,-0.633,-0.218
YKL030W,-1.25,-0.37,-0.242,0.289,0.466,0.152,-0.013,-0.427,-0.339,0.023,-0.129,-0.578,-0.247,-0.118
YPL264C,-0.318,-0.38,-0.633,-0.442,-0.143,-0.113,-0.092,-0.05,-0.161,-0.499,-0.182,-0.255,-0.085,-0.119
YPR152C,-0.087,0.078,-0.495,-0.377,0.04,-0.6,-0.275,-0.162,-0.388,-0.238,-0.392,-0.247,-0.137,-0.393
YDR030C,-0.276,-0.375,-0.3105,-0.093,-0.391,0.0625,-0.489,-0.434,-0.085,0.1175,-0.4895,-0.581,-0.33,-0.5525
YMR028W,0.217,-0.577,-0.824,-0.599,-0.026,-0.446,-0.511,0.068,-0.133,-0.253,-0.13,-0.22,-0.105,-0.108
YGR002C,0.062,-0.133,-0.31,-0.119,-0.088,-0.404,-0.147,-0.204,0.226,0.15,-0.083,0.373,0.638,0.015
YPR180W,0.007,-0.611,-0.9,-0.246,-0.374,-0.824,-0.781,0.329,0.038,-0.299,-0.504,-0.204,-0.206,-0.562
YOR202W,-0.836,-0.564,-0.343,-0.547,0.216,0.411,0.002,0.249,0.312,0.328,0.312,0.011,0.288,0.278
YKL136W,0.3805,-0.221,-0.2025,-0.0005,-0.1005,-0.362,-0.353,-0.2875,-0.1535,-0.079,-0.1405,-0.2195,-0.1395,-0.044
YPL087W,1.201,-0.039,0.147,0.301,-0.297,-0.129,-0.066,-0.197,-0.293,-0.319,0.134,0.115,0.133,0.018
YHR208W,-1.426,-0.254,-0.175,-0.241,0.364,0.22,-0.085,0.276,0.122,0.344,0.118,-0.165,0.054,0.353
YOR156C,-0.135,0.041,-0.402,-0.478,-0.222,0.357,0.112,0.259,0.183,0.269,-0.116,0.097,-0.053,0.255
YPL256C,-1.978,-1.889,-1.195,0.01,0.462,0.742,0.619,0.547,0.334,0.564,0.377,-0.406,-0.617,0.789
YJL142C,1.716,0.914,0.305,-0.147,-0.251,-0.256,-0.19,-0.143,-0.191,-0.3,0.144,0.222,-0.009,0.321
YKR091W,0.753,-0.232,-0.014,-0.472,-0.108,-0.178,-0.124,-0.023,0.088,-0.172,0.095,0.294,-0.029,0.265
YBR155W,-2.348,-0.3935,-0.811,0.158,0.221,-0.086,-0.1395,-0.411,-0.492,-0.157,-0.364,-0.797,-0.55,-0.4995
YGL202W,-0.572,0.032,0.178,0.329,0.012,0.408,0.551,0.562,0.198,0.407,0.44,0.413,-0.005,0.618
YJL205C,0.152,0.222,0.269,-0.046,-0.08,0.134,-0.16,-0.335,-0.51,-0.088,0.246,0.018,-0.246,0.338
YHR108W,-0.066,-0.307,-0.201,-0.139,-0.039,0.067,0.203,0.371,0.238,0.071,0.329,0.394,-0.092,-0.054
YIL140W,-1.9,-1.215,-0.88,-0.22,0.287,0.798,0.81,0.927,0.209,0.673,0.311,-0.017,-0.086,0.479
YDL244W,-0.523,0.111,-0.103,-0.29,-0.154,-2.377,-0.049,0.462,-0.198,0.302,-0.07,0.029,0.568,0.482
YPL134C,-0.589,0.15,0.237,0.342,0.15,0.048,0.123,0.881,0.745,0.773,0.489,0.832,0.916,0.857
YOL080C,-1.326,-0.858,-0.835,-0.117,-0.094,0.032,-0.133,-0.654,-0.224,-0.045,-0.517,-0.589,-0.043,-0.48
YLR108C,0.07,0.068,-0.181,0.621,0.328,0.046,-0.161,-0.468,-0.245,-0.451,-0.069,-0.243,-0.179,0.123
YCR076C,0.506,0.321,0.1,0.022,0.29,0.001,-0.177,0.123,0.164,-0.091,0.17,-0.196,0.23,0.434
YOR187W,-0.23,-0.375,-0.209,0.072,0.35,0.285,0.496,0.697,0.548,0.19,0.108,0.565,0.347,0.129
YDR005C,0.619,0.257,0.309,0.179,0.017,-0.139,-0.16,-0.261,-0.673,-0.199,-0.154,-0.165,-0.364,-0.202
YOR388C,-1.388,0.122,-0.446,0.065,-0.43,-0.412,-0.162,-0.06,-0.536,-0.467,-0.377,0.102,-0.2282,0.099
YNR055C,0.382,-0.374,-0.075,0.033,-0.186,-0.21,-0.313,0.06,0.268,-0.177,0.069,0.331,0.251,0.011
YBR295W,-0.359,-0.107,-0.314,0.013,-0.062,-0.185,-0.308,0.26,0.021,0.356,-0.059,0.409,-0.316,0.212
YJL014W,-0.19,-0.17,-0.261,0.044,0.099,0.218,0.021,0.294,0.104,0.393,0.243,0.397,0.17,0.034
YGL195W,-0.8025,-0.2565,-0.209,0.028,-0.0045,-0.037,0.156,-0.1495,0.037,-0.081,-0.285,-0.03,-2.717,0.034
YNL010W,-0.474,-0.272,-0.121,-0.254,-0.363,0.062,0.094,0.007,-0.0049,0.036,0.286,0.036,-0.156,-0.332
YMR264W,0.354,0.206,0.236,0.046,0.266,0.104,0.251,0.077,-0.133,-0.178,-0.055,-0.082,-0.133,0.028
YHR017W,0.042,-1.043,-0.59,-0.548,-0.521,-0.29,-0.26,0.167,0.149,-0.061,0.142,-0.013,-0.376,-0.374
YOR007C,0.534,0.565,0.29,0.143,0.143,-0.121,-0.073,-0.197,0.202,-0.04,0.017,0.178,0.514,0.349
YAR069C,-0.3275,0.0445,-0.222,0.0405,-0.023,-0.5895,-0.471,-0.347,-0.2635,-0.7315,-0.213,-0.4265,-0.0403,-0.23
YLR420W,-0.336,-0.303,-0.421,-0.247,0.221,0.217,-0.016,0.202,0.172,0.184,0.176,0.156,-0.005,0.157
YER032W,-0.732,-0.354,-0.496,-0.536,-0.448,-0.3175,-0.192,0.031,0.211,0.041,-0.2285,-0.026,0.0415,-0.4725
YML119W,-1.124,-0.215,-0.142,-0.513,-0.293,-0.344,-0.508,-0.178,0.241,0.109,-0.063,0.636,0.622,0.156
YLR358C,0.217,-0.071,-0.078,0.16,0.294,0.262,0.184,0.037,0.078,0.027,0.261,-0.199,-0.075,0.064
YLR252W,1.086,-0.468,-0.095,-0.441,-0.353,-0.576,-0.381,-0.507,-0.178,-0.913,-0.227,-0.2,0.037,-0.089
YOR018W,-0.203,-0.236,-0.429,0.017,-0.346,-0.352,-0.054,0.11,0.163,-0.067,-0.25,0.504,0.455,0.314
YGL008C,-0.692,-0.114,0.419,0.407,0.348,0.571,0.579,0.553,0.7,1.007,0.738,0.697,0.528,0.693
YKR037C,-0.701,-0.479,-0.411,-0.029,-0.338,0.037,-0.182,0.406,0.353,0.257,-0.092,0.54,0.578,-0.081
YBL080C,-0.26,-0.474,-0.4675,-0.2635,-0.297,-0.245,-0.1085,-0.2165,-0.079,-0.134,-0.1095,0.2345,-0.187,-0.1335
YFL034C-B,-0.443,-0.115,-0.217,-0.087,0.117,-0.094,0.03,-0.139,-0.104,0.075,0.217,-0.015,-0.106,0.053
YDL155W,-0.113,-0.213,0.053,0.149,0.517,0.588,0.677,0.572,-0.046,0.057,0.329,-0.183,-0.453,0.161
YIL103W,-0.846,-0.336,-0.649,-0.255,0.106,-0.284,-0.138,-0.351,-0.438,-0.503,-0.325,-0.49,-0.747,-0.599
YGL133W,-0.2535,0.1655,1.0205,0.376,-0.0315,-0.156,-0.0775,-0.3095,-0.1535,-0.041,-0.295,0.786,0.118,-0.1455
YPR127W,0.608,0.419,-0.062,0.463,0.055,-0.087,-0.381,-0.03,0.068,-0.089,-0.281,0.132,0.277,0.684
YIL027C,0.852,0.446,0.452,-0.16,0.253,0.234,0.289,0.109,-0.157,-0.251,0.723,-0.146,-0.058,0.201
YML129C,0.094,-0.14,-0.471,-0.521,-0.687,-0.357,-0.142,0.119,-0.001,0.453,0.153,0.318,0.561,0.109
YJR069C,-0.806,-0.619,-0.269,-0.1765,0.223,0.14,-0.0665,0.1225,0.079,0.269,0.025,-0.1585,-0.119,-0.2255
YNL308C,-0.257,-0.038,0.102,0.464,0.69,0.371,0.277,-0.154,-0.226,-0.204,0.068,-0.742,-0.515,-0.325
YBR180W,-0.796,-0.7575,-0.932,-0.3995,-0.428,-0.673,-0.8855,-0.615,-0.627,-0.366,-0.474,-0.5265,0.0705,0.1095
YLR302C,-0.855,0.739,-0.249,-0.267,-0.088,-0.163,-0.412,-0.399,-0.309,-0.412,-0.012,-0.204,-0.4,-0.272
YOR072W,-0.933,-0.344,0.135,-0.335,-0.166,0.284,0.183,-0.168,-0.628,0.003,0.226,-0.035,0.008,0.009
YOR166C,-0.207,0.098,0.16,0.28,0.357,0.279,0.089,0.098,-0.485,-0.101,0.318,-0.202,-0.475,0.133
YHL047C,0.803,1.52,-0.01,-1.051,-1.19,-1.218,-1.078,-1.013,-0.545,-0.54,-0.693,-0.249,-0.856,-0.755
YGL020C,-0.166,0.107,0.022,-0.166,-0.083,0.189,0.036,0.181,0.138,0.158,0.52,0.008,-0.017,0.232
YLR090W,-0.844,-0.141,-0.226,-0.312,-0.194,0.132,0.058,0.523,0.593,0.465,-0.118,0.39,0.64,0.392
YCR031C,-0.339,0.25,0.465,0.481,0.796,0.836,0.799,0.391,0.256,0.416,0.385,-0.149,-0.125,-0.03
YIL003W,0.27,0.778,0.278,0.209,0.517,0.289,0.155,-0.346,-0.203,-0.119,0.176,-0.338,-0.596,-0.316
YER116C,0.583,0.322,0.7,0.48,0.366,0.139,0.278,0.171,-0.265,-0.341,0.166,0.039,-0.024,0.191
YHR077C,-0.0175,-0.0305,-0.067,0.205,0.162,0.163,0.103,-0.083,-0.156,-0.078,0.0255,-0.0385,-0.037,-0.006
YPL119C,0.351,0.259,0.086,-0.021,-0.199,-0.195,0.079,-0.219,0.198,0.045,-0.359,0.314,0.054,0.169
YDL027C,1.375,-0.362,-0.007,0.371,-0.134,-0.334,-0.301,-0.024,-0.362,-0.63,-0.172,-0.118,-0.532,-0.151
YOR330C,-0.191,-0.258,-0.889,-0.466,-0.319,-0.115,-0.073,0.336,0.221,0.05,-0.163,0.319,0.198,-0.149
YPL193W,0.475,0.051,-0.122,0.405,0.293,0.132,0.07,-0.257,-0.451,-0.496,-0.246,-0.531,-0.775,-0.356
YML120C,0.159,0.706,0.386,0.386,0.201,0.344,0.365,1.08,0.616,0.59,0.419,0.8,0.84,0.579
YCL034W,1.3,0.621,0.565,-0.073,-0.043,0.031,0.549,-0.154,0.291,0.168,0.618,0.436,0.162,0.336
YOR209C,0.986,-0.507,-0.228,0.004,-0.269,0.054,-0.006,-0.145,-0.178,-0.241,-0.127,-0.1,-0.584,-0.286
YOL012C,0.231,-0.393,-0.702,-1.06,-0.715,0.094,0.304,0.693,0.53,0.108,0.212,0.24,0.061,-0.351
YOR191W,0.241,-0.316,-0.098,-0.068,-0.199,-0.224,-0.014,-0.263,0.23,0.068,-0.163,0.276,-0.187,0.011
YCR016W,-0.699,-0.007,0.176,0.043,0.457,0.438,0.213,-0.085,-0.258,-0.204,0.162,-0.355,-0.409,-0.306
YOR129C,-1.184,-0.798,-0.963,-0.619,-0.316,-0.349,0.13,-0.081,-0.294,0.258,-0.078,-0.098,-0.088,-0.222
YOL052C,-0.448,-0.055,0.191,0.386,0.341,0.14,0.336,0.144,-0.077,-0.195,0.225,-0.165,-0.25,0.007
YIL018W,-0.608,0.057,0.631,1.009,0.947,0.825,0.743,0.849,0.513,0.233,0.362,0.085,-0.044,-0.16
YNL261W,-0.687,-0.131,-0.231,0.417,0.631,0.324,0.216,-0.18,-0.087,-0.287,-0.104,-0.361,-0.347,-0.221
YGR221C,-1.326,-1.39,-1.202,0.299,-0.164,0.546,0.323,0.592,0.27,0.544,0.193,-0.328,-0.344,0.519
YBR197C,-0.4165,0.15,-0.09,-0.0135,0.2095,0.25,-0.2675,0.1555,0.1735,0.318,0.0935,0.117,-0.003,0.237
YLR368W,0.415,-0.245,-0.544,-0.302,-0.038,-0.188,-0.223,-0.052,0.003,-0.183,-0.254,-0.581,-0.146,0.282
YML121W,-0.194,0.148,0.085,0.282,0.017,-0.035,-0.029,0.212,-0.055,0.159,0.261,0.076,0.09,0.007
YHR101C,-0.271,0.163,0.04,-0.36,-0.293,0.083,0.212,0.14,-0.155,-0.093,-0.001,-0.189,-0.174,-0.023
YLR445W,0.408,-0.144,0.098,-0.373,-0.154,-0.187,-0.114,-0.377,-0.485,-0.273,-0.228,-0.809,-0.359,-0.53
YOR101W,-0.622,-0.18,-0.257,0.054,0.36,0.298,0.404,-0.661,-0.106,-0.059,0.019,-0.487,-0.331,-0.33
YDR091C,-0.759,-0.33,-0.014,0.465,0.545,0.633,0.462,0.163,-0.415,0.077,0.288,-0.491,-0.667,-0.265
YHL021C,1.793,0.457,0.056,0.18,-1.018,-0.86,-0.672,-0.34,-0.051,-0.83,-0.116,0.657,0.524,0.52
YIR029W,0.1,-0.237,0.225,-0.287,-0.121,0.123,-0.072,-0.107,-0.138,0.04,-0.242,-0.149,-0.436,0.126
YER120W,0.512,0.127,0.55,0.582,0.426,0.546,0.842,0.501,0.6,0.282,0.428,0.468,0.235,0.374
YOR270C,-0.218,0.18,-0.203,0.128,-0.025,0.279,0.33,0.232,0.155,0.416,0.043,0.198,-0.035,0.145
YDR428C,0.439,0.373,0.052,-0.596,-0.347,-0.435,-0.199,-0.255,-0.189,-0.073,0.168,-0.096,0.014,0.005
YKR062W,0.293,0,-0.699,-0.258,-0.332,-0.235,-0.355,-0.437,-0.016,-0.534,-0.31,0.053,-0.116,-0.314
YOR075W,0.433,-0.357,0.005,0.101,0.281,-0.21,-0.266,-0.489,-0.4,-0.434,-0.478,-0.329,-0.332,-0.206
YML046W,-0.102,-0.661,-0.127,-0.009,0.279,0.199,0.036,-0.336,-0.551,-0.424,-0.207,-0.408,-0.793,-0.448
YNL320W,-0.205,-0.553,-0.249,-0.121,-0.127,-0.285,0.138,-0.17,-0.367,-0.363,-0.046,-0.204,-0.419,-0.202
YLR011W,-0.127,-0.035,-0.631,-0.314,-0.065,-0.672,-0.357,-0.086,-0.256,-0.506,-0.153,-0.301,-0.537,-0.334
YCL033C,0.753,0.24,0.151,0.311,-0.212,-0.307,0.094,0.378,-0.185,-0.319,0.099,0.164,0.078,0.459
YLR452C,-0.429,-0.638,0.18,0.203,0.563,0.365,0.343,-0.418,-0.308,-0.219,0.321,-0.482,-0.679,-0.113
YDL192W,-0.388,0.022,0.085,0.031,0.482,0.432,-0.216,0.19,0.301,0.482,0.69,0.369,0.019,0.168
YNL142W,-0.836,-0.46,-0.417,-0.508,-0.228,-0.485,-0.555,-0.399,-0.397,-0.471,-0.851,-0.391,-0.025,-0.269
YDR339C,0.127,-0.0055,0.067,0.3155,0.4685,0.2225,0.0705,0.059,-0.2655,-0.021,0.204,-0.377,-0.3385,-0.0195
YPL135W,-0.389,0.557,0.616,0.637,0.371,0.419,0.273,0.222,0.309,0.163,-0.037,0.288,0.596,0.443
YMR244W,-0.083,-0.225,-0.266,-0.871,-0.314,-0.333,-0.185,-0.09,-0.406,-0.322,-0.264,-0.079,-0.211,-0.119
YCR039C,1.097,0.135,0.458,0.509,0.139,-0.125,-0.027,-0.193,-0.205,-0.446,0.141,-0.475,-0.304,-0.271
YAL009W,-0.5163,-0.2203,-0.2703,0.1417,-0.0983,-0.065,0.2453,-0.0467,-0.1757,-0.4257,-0.061,-0.3297,-0.3027,-0.1063
YGR031W,0.393,-0.397,-0.201,0.019,0.005,-0.019,-0.134,0.379,0.331,0.483,0.52,0.634,0.466,0.412
YFL033C,-0.3665,-0.399,-0.379,0.8475,-0.3495,0.385,-0.6785,-0.119,-0.0195,-0.7535,-0.624,-0.177,-0.1035,-0.4505
YDL045C,0.081,-0.51,-0.354,-0.451,-0.179,-0.629,-0.384,-0.346,-0.275,-0.394,-0.39,-0.154,-0.091,-0.282
YMR170C,1.401,-0.604,-0.395,0.168,-0.295,-0.708,-0.931,-0.658,-0.205,-0.602,-1.177,-0.127,0.656,0.776
YJR077C,-0.076,0.97,0.794,0.81,0.89,0.918,0.906,1.097,0.868,0.766,0.816,0.785,0.651,0.794
YDL232W,-0.383,0.122,-0.398,-0.252,-0.066,-0.127,-0.03,0.187,0.181,0.053,-0.053,-0.034,0.18,0.26
YNL121C,-0.0455,-0.659,-0.351,0.105,0.0805,-0.05,0.4025,0.028,0.268,0.371,0.1635,0.382,0.1595,-0.14
YNL270C,-0.737,0.152,-0.348,-0.06,-0.332,-0.309,0.127,0.27,0.461,0.087,0.02,0.362,0.43,0.204
YOR313C,-1.4,-1.786,-1.701,-1.514,-1.222,-0.545,0.045,0.192,-0.015,0.538,0.666,0.65,1.43,0.094
YGR224W,-0.267,-0.608,-0.576,-0.314,-0.237,-0.28,-0.135,-0.115,0.055,-0.275,-0.069,0.307,-0.038,-0.03
YDR301W,-0.706,-0.102,-0.429,-0.197,-0.059,-0.423,-0.367,-0.317,-0.201,-0.126,-0.254,0.113,-0.179,-0.027
YMR150C,-0.018,-0.401,-0.448,-0.397,-0.527,-0.313,-0.21,-0.063,0.087,0.018,0.074,0.137,-0.024,0.135
YLR408C,0.619,0.071,0.265,-0.302,0.261,0.01,0.435,-0.844,-0.214,-0.3,0.262,-0.555,-0.868,-0.112
YHL027W,1.165,0.679,0.523,0.124,-0.008,0.299,0.081,0.332,0.251,0.237,-0.009,0.334,0.644,0.337
YML069W,-0.416,-0.364,-0.331,0.392,0.217,0.129,0.421,0.38,0.03,-0.061,-0.146,0.055,-0.334,0.063
YGL071W,0.0325,0.0055,-0.0995,-0.09,-0.223,-0.254,-0.2615,-0.1175,-0.0845,-0.131,-0.274,0.0215,0.046,-0.299
YNL052W,0.752,0.231,0.266,0.317,0.079,0.349,0.283,0.361,0.342,0.207,-0.083,0.421,0.151,0.055
YER162C,0.841,-0.116,0.266,-0.27,-0.206,-0.253,0.024,-0.01,-0.154,-0.189,-0.119,-0.05,-0.162,0.263
YPR160W,0.4442,-0.0175,-0.167,-0.3245,-1.494,-1.361,-0.9665,-0.451,0.3795,-0.5975,-0.6347,-0.0159,-0.767,-0.516
YER005W,-0.008,0.439,0.3,-0.621,0.103,0.167,0.252,0.091,-0.386,0.023,0.124,-0.137,-0.658,0.084
YLR007W,-1.5285,-0.345,-0.271,-0.087,0.1205,0.1845,-0.347,-0.1155,-0.153,-0.018,0.0115,-0.2225,-0.1455,-0.16
YIL110W,-0.199,-0.104,-0.178,-0.113,0.464,0.201,0.002,-0.264,-0.454,-0.358,0.217,-0.238,-0.695,-0.221
YMR121C,0.119,0.676,0.917,1.133,0.941,1.158,1.33,0.824,0.529,0.502,0.488,0.517,0.23,0.447
YPR101W,0.747,0.017,-0.225,0.035,0.242,0.251,0.223,-0.075,-0.267,-0.267,-0.106,-0.276,-0.631,-0.19
YDR226W,-1.1,-0.275,0.116,0.209,0.128,0.248,0.077,0.764,0.682,0.591,0.29,0.195,0.783,0.588
YPL080C,-1.382,-1.293,-1.285,-0.026,-0.101,-0.783,-0.15,-0.382,-0.078,-1.16,-0.883,-0.398,-0.507,-0.614
YDR159W,-0.004,0.075,0.003,-0.251,-0.223,-0.08,-0.086,-0.149,0.196,0.282,-0.057,0.215,0.175,-0.123
YER031C,0.207,0.3,-0.109,0.48,0.339,0.078,0.283,0.506,0.198,-0.142,0.379,0.121,-0.192,0.108
YPR126C,-0.419,0.144,-0.257,-0.04,0.186,0.007,0.123,0.012,-0.054,-0.13,0.11,-0.329,-0.318,-0.393
YNL258C,0,-0.264,-0.478,-0.046,-0.217,-0.176,-0.441,-0.396,-0.253,-0.346,-0.26,0.114,0.121,-0.531
YDR075W,-0.704,-0.29,-0.383,-0.439,0.123,0.08,-0.143,-0.113,-0.355,-0.22,-0.235,-0.492,-0.23,-0.364
YDR223W,-0.745,0.019,-0.038,0.043,-0.5,-0.92,-0.93,-0.679,-0.242,-0.679,-0.722,0.19,0.422,0.28
YMR185W,-1.388,0.072,1.661,-0.008,0.126,0.19,-0.186,-0.717,-0.502,0.415,-0.102,-0.391,-0.061,0.028
YER127W,-0.447,-0.096,-0.216,0.819,1.011,0.725,0.189,-0.223,-0.296,-0.125,0.029,-0.74,-0.773,-0.042
YPR021C,-0.94,-0.112,0.119,0.269,-0.172,-0.009,0.041,0.259,0.045,0.04,0.064,0.114,-0.24,0.178
YDR065W,-0.06,-0.158,-0.362,-0.362,-0.384,-0.243,-0.411,-0.628,-0.501,-0.537,-0.254,-0.446,-0.299,-0.677
YDR052C,-0.264,0.079,-0.015,0.286,0.28,-0.492,0.45,0.477,0.033,0.312,-0.17,-0.314,0.415,0.574
YPL208W,-0.904,-1.042,-0.586,-0.568,0.186,0.243,-0.073,0.049,-0.285,0.438,-0.152,-0.203,0.554,-0.019
YBR087W,-1.0145,-0.525,-0.3835,-0.2835,0.3795,0.5695,-0.1555,0.093,-0.0775,-0.287,0.216,-0.431,-0.746,-0.1425
YMR285C,-0.357,-0.236,-0.257,0.164,0.229,0.234,0.151,-0.015,-0.159,-0.256,-0.358,-0.114,-0.238,0.008
YDL065C,-0.335,0.106,-0.478,-0.297,-0.175,-0.324,-0.317,-0.213,0.148,0.004,-0.166,-0.036,-0.021,-0.29
YGR184C,-0.4295,-0.238,-0.187,0.1955,-0.373,0.2735,-0.797,0.0705,0.512,-0.0395,-0.5795,-0.029,-0.487,-0.116
YJR095W,-1.23,0.139,-0.541,-0.727,-1.023,-0.742,0.037,0.212,0.698,-0.046,0.204,0.478,0.323,-0.497
YER117W,-0.599,0.487,0.757,0.687,1.065,0.99,0.911,0.797,0.443,0.396,0.83,0.095,-0.112,0.448
YNL127W,0.256,-0.068,0.123,0.133,-0.098,0.216,0.16,-0.143,-0.288,0.018,0.189,0.197,0.016,0.052
YDR096W,1.234,0.186,-0.176,-0.725,-0.654,-0.055,0.181,0.337,0.2,0.065,0.241,0.512,-0.262,0.088
YKL222C,-0.364,0.055,-0.675,-0.269,-0.444,-0.318,-0.176,-0.361,-0.119,-0.127,-0.083,-0.912,0.204,0
YGL142C,-0.016,0.116,-0.077,-0.1,-0.332,0.038,-0.511,0.029,-0.47,0.047,0.401,0.029,-0.145,0.112
YBL029W,-0.492,-0.2637,-0.349,-0.015,-0.1527,-0.512,-0.5507,-0.2943,-0.124,-0.4427,-0.4277,-0.217,-0.2123,0.072
YEL003W,0.24,0.524,0.33,0.184,0.373,0.384,0.471,-0.072,-0.281,-0.113,0.504,-0.287,-0.499,0.103
YHR041C,-0.896,1.725,-0.216,-0.125,-0.035,-0.245,0.084,0.179,0.204,0.079,-0.046,0.224,0.133,-0.028
YBL019W,0.164,0.3385,-0.221,0.1305,-0.082,-0.3105,0.104,-0.2145,-0.075,-0.648,0.0125,-0.272,0.487,0.217
YIL048W,0.105,0.013,-0.089,-0.115,-0.311,-0.081,0.092,-0.13,-0.095,0.007,0.077,0.151,0.027,-0.144
YBL005W-B,0.131,-0.1725,-0.3965,0.0515,-0.065,-0.3435,-0.3185,-0.279,-0.094,-0.0905,-0.2075,-0.394,-0.2075,0.177
YKL093W,2.94,0.835,0.334,-0.029,-0.259,-0.021,0.035,0.108,0.067,-0.063,1.193,0.251,0.07,0.378
YNL009W,0.327,0.728,-0.103,0.175,-0.51,-0.617,-0.201,0.334,0.393,0.199,-0.235,0.213,0.541,0.468
YIL007C,0.344,-0.234,-0.36,-0.464,-0.176,-0.159,-0.323,-0.226,-0.091,-0.402,-0.31,0.108,-0.587,0.086
YPL174C,-0.588,-0.461,-0.807,-0.142,-0.241,0.019,0.054,-0.176,-0.029,0.016,-0.369,-0.58,-0.517,-0.195
YLR453C,-0.012,-0.083,0.12,0.38,0.052,-0.084,-0.079,-0.349,-0.38,-0.239,0.062,-0.181,-0.576,-0.175
YMR141C,1.02,-0.127,-0.074,-0.526,-0.412,-0.537,-0.322,-0.754,-0.223,-0.646,-0.207,-0.134,0.133,-0.029
YGL122C,0.352,0.0285,-0.1045,0.245,0.0505,0.1055,0.0865,0.444,0.262,0.204,0.305,0.252,0.5665,0.3575
YPL136W,-0.344,-0.17,0.165,0.386,0.449,0.369,0.149,0.239,0.557,0.41,-0.03,-0.058,-0.661,0.575
YOR293W,-0.637,-0.449,0.26,0.826,1.08,0.56,0.618,0.276,-0.28,-0.142,0.002,-0.332,-0.706,-0.404
YDL227C,-0.665,-0.467,-0.09,-0.3873,-0.334,-2.347,-1.048,-0.063,0.171,0.423,-0.676,0.045,0.185,0.666
YDR360W,0.198,-0.0525,0.123,0.154,0.001,0.0915,0.2865,0.174,0.17,0.1635,0.192,0.04,-0.094,0.3505
YDR278C,-0.298,-0.697,-0.226,-0.628,-0.57,-0.225,-0.796,-0.299,-0.373,-0.396,-0.169,-0.495,-0.372,-0.541
YMR015C,-1.882,0.377,0.65,0.598,0.302,0.061,-0.121,-0.568,-0.662,-0.574,-0.231,-0.491,-0.826,-0.377
YPR128C,-0.064,0.411,-0.091,0.246,-0.016,-0.334,-0.023,-0.129,0.03,-0.111,0.092,-0.312,-0.488,-0.136
YPL201C,0.245,-0.274,-0.178,-0.273,-0.752,-0.504,-0.286,-0.072,-0.07,-0.437,-0.291,0.259,-0.174,-0.167
YIL114C,0.555,0.201,0.065,-0.987,-0.472,-0.396,-2.316,-0.248,0.047,-0.098,0.39,0.323,1.165,0.266
YBL018C,-0.2425,0.114,0.105,0.199,0.2335,0.1885,0.1835,0.151,-0.582,-0.2985,0.204,-0.7225,-0.624,-0.386
YBR234C,0.3165,0.041,-0.045,0.017,-0.447,-0.3415,-0.339,0.08,0.332,0.1603,-0.061,0.3565,0.406,0.238
YNL252C,0.683,-0.292,-0.135,0.043,0.145,0.057,0.016,-0.08,-0.173,0.03,0.119,0.128,0.056,-0.208
YER185W,-0.125,-0.124,0.167,-0.4415,-0.096,-0.514,0.161,-1.004,-0.762,-0.557,0.004,-0.608,-0.157,-0.116
YDL209C,-1.109,-0.162,-0.479,0.411,0.008,0.035,-0.316,-0.327,-0.294,-0.128,-0.585,-0.457,-0.938,-0.604
YBR113W,0.546,-0.0005,0.1505,0.309,0.1525,0.166,0.473,0.452,0.253,0.175,0.3155,0.358,0.016,0.08
YGL052W,1.097,0.012,-0.103,-0.207,-0.349,-0.112,-0.114,-0.362,-0.364,-0.271,0.158,-0.02,-0.141,-0.04
YDR398W,-1.837,0.352,-0.479,0.138,0.879,0.564,-0.155,-0.004,-0.165,0.579,0.001,-1.108,-0.938,-0.008
YLR105C,-1,-0.063,-0.446,-0.231,-0.002,-0.006,-0.105,-0.163,-0.032,-0.201,-0.387,0.046,-0.007,-0.109
YJL210W,-0.122,0.379,-0.097,-0.171,0.182,-0.413,0.035,0.383,0.334,0.384,0.068,0.34,0.474,0.583
YDR356W,0.2655,0.086,-0.112,0.3085,0.1815,-0.4715,0.077,0.3225,0.152,0.092,-0.222,-0.0875,0.0175,0.079
YML103C,-0.811,0.4265,-0.4275,0.072,-0.133,-0.143,-0.4285,-0.379,0.0615,0.007,-0.2245,-0.063,-0.1295,-0.272
YKL128C,-0.175,0.265,-0.159,-0.46,0.684,0.441,0.17,0.057,0.18,0.159,0.12,0.178,-0.03,0.401
