ORF,T0.0,T0.5,T1.0,T1.5,T2.0,T2.5,T3.0,T3.5,T4.0,T4.5,T5.0,T5.5,T6.0,T6.5
YCL031C,0.743,0.0475,-0.051,0.271,0.31,0.2795,0.232,0.012,-0.28,-0.194,0.252,-0.1715,-0.276,-0.198
YGL011C,0.871,0.301,0.115,0.145,0.04,0.123,0.295,0.299,0.188,-0.063,0.237,0.274,0.011,0.303
YNL327W,-0.309,-1.5119,-3.392,-1.4566,-2.243,-1.1773,-0.8332,-0.6594,-0.2015,0.236,0.168,1.435,2.612,0.914
YKR021W,0.551,-0.253,-0.243,-0.025,-0.446,-0.033,-0.147,-0.078,0.115,0.183,0.243,-0.203,-0.347,0.32
YLR003C,-1.022,-0.242,0.11,0.531,0.519,0.311,-0.121,-0.314,-0.345,-0.151,0.034,-0.644,-0.788,-0.81
YGR235C,0.346,0.201,0.608,0.407,0.534,0.53,-0.095,0.045,-0.357,-0.017,0.46,0.046,-0.507,-0.059
YMR221C,-0.209,-0.149,-0.084,-0.25,0.274,0.065,0.055,0.105,0.085,-0.001,-0.019,-0.016,-0.202,0.205
YCL017C,0.239,0.442,0.213,0.575,0.501,0.485,0.55,0.211,0.09,0.001,0.38,0.21,-0.124,0.224
YIL037C,-0.101,-0.596,-0.495,-0.089,-0.285,-0.521,-0.398,-0.319,-0.294,-0.335,-0.092,-0.451,-1.503,-0.172
YER168C,-0.727,-0.203,-0.182,0.42,0.065,0.129,0.181,0.044,-0.177,-0.071,0.006,-0.321,-0.388,-0.074
YDR177W,-0.454,0.017,-0.492,-0.303,-0.375,-0.611,-0.362,-0.488,-0.272,-0.064,-0.268,0.084,-0.012,-0.28
YMR134W,-0.125,-0.297,-0.417,-0.631,-0.482,-0.83,-0.336,-0.363,-0.492,-0.621,-0.633,-0.517,-0.357,-0.495
YPR051W,-0.304,0.246,0.015,-0.241,0.264,0.205,0.364,0.229,0.088,0.538,0.295,0.026,-0.005,0.277
YDR516C,0.446,-0.065,-0.412,-0.578,-1.097,-0.611,-0.504,0.533,0.747,0.123,-0.291,0.743,0.709,0.503
YPR171W,0.129,-0.079,0.106,0.481,0.328,0.161,0.05,0.067,0.082,0.045,0.393,-0.024,-0.048,0.264
YBR286W,1.1495,0.986,0.7905,0.92,-0.2185,-0.3575,-0.201,0.1125,0.1475,0.0205,-0.215,0.3045,0.5165,0.5015
YEL066W,-0.483,0.551,0.25,0.301,0.467,0.371,0.14,0.41,0.209,0.284,0.361,0.299,-0.071,0.546
YCR087W,-0.268,0.19,0.252,0.134,0.436,0.774,0.658,0.438,0.022,0.249,0.2,-0.097,0.229,0.023
YML074C,0.456,0.508,0.192,0.171,0.123,0.093,0.16,0.042,-0.161,-0.064,0.047,-0.136,-0.131,-0.008
YHR112C,0.442,0.268,0.022,0.249,0.3,-0.211,0.008,-0.229,-0.357,-0.279,-0.069,-0.129,-0.131,0.11
YLR357W,0.111,-0.052,-0.085,0.113,-0.131,0.286,0.163,-0.006,-0.013,0.089,0.248,-0.019,0.033,-0.014
YNL195C,1.02,0.631,0.625,-0.013,-1.054,-1.039,-0.512,0.215,0.614,-0.678,-0.894,0.51,1.296,0.45
YGL179C,-0.434,0.079,-0.091,-0.356,-0.249,-0.387,0.094,-0.06,-0.37,-0.583,-0.312,-0.443,0.101,-0.207
YDL123W,0.2765,0.1775,0.127,0.02,-0.1575,-0.3035,-0.0065,0.19,-0.1535,0.1725,-0.03,0.1515,0.3975,0.378
YGR086C,1.137,0.511,0.545,0.351,-0.295,-0.311,0.019,-0.084,0.114,-0.254,0.168,0.347,0.545,0.375
YOL123W,-1.049,0.483,-0.27,0.1,-0.021,0.233,0.446,0.27,0.232,0.117,-0.022,0.428,0.31,-0.206
YML112W,0.006,-0.503,-0.464,-0.235,0.115,0.327,-0.195,0.09,0.39,-0.041,-0.211,-0.209,0.623,0.022
YER055C,-0.295,0.175,-0.234,0.39,0.672,0.376,0.233,0.255,0.236,0.228,0.449,0.232,-0.117,-0.05
YHR113W,0.623,0.222,0.072,0.13,-0.02,-0.056,-0.488,0.226,0.31,-0.077,0.125,0.336,0.115,0.324
YLR204W,-0.101,-0.819,-0.576,-0.304,-0.359,-0.134,-0.424,0.305,0.108,0.106,-0.137,0.175,0.306,-0.177
YNL257C,-0.503,-0.239,-0.527,-0.239,-0.093,-0.05,-0.178,0.143,-0.035,0.036,-0.233,-0.356,0.236,0.093
YGL199C,0.667,0.404,-0.118,-0.399,-0.162,-0.238,-0.033,0.132,-0.038,-0.331,-0.096,0.028,-0.109,-0.173
YJR045C,-0.297,0.279,-0.338,-0.151,-0.217,-0.203,-0.002,0.781,0.762,0.698,0.056,0.631,0.679,0.529
YBR102C,0.0795,-0.373,-0.1275,0.1935,0.108,-0.0465,-0.042,0.0465,0.025,1.3255,-0.1965,0.2995,0.2155,0.132
YDR253C,-0.107,-0.204,-0.131,-1.57,-0.297,-0.628,-0.114,-0.036,-0.252,-0.385,-0.2,-0.381,-0.306,-0.191
YDR293C,0.232,0.062,0.086,0.017,-0.479,-0.2,-0.09,0.009,-0.093,0.038,-0.307,0.272,0.309,-0.022
YOR093C,-0.5445,-0.379,-0.4535,0.1035,-0.1625,-0.688,-0.5285,-0.3525,-0.197,-0.2695,-0.299,-0.3295,-0.4195,-0.5555
YKR061W,-0.645,-0.781,-0.797,0.209,-0.105,0.158,-0.278,0.044,0.002,-0.028,-0.413,-0.383,0.632,-0.339
YDR214W,0.421,0.739,0.47,0.306,-0.055,-0.129,0.062,0.372,0.371,0.409,-0.094,0.474,0.969,0.809
YAL021C,0.272,0.1683,0.0203,0.218,0.2473,0.0643,0.337,0.189,0.2563,0.1873,-0.1583,0.2797,0.2073,0.022
YGL221C,0.476,0.277,0.18,0.262,0.661,0.079,0.28,0.335,-0.111,-0.133,-0.144,-0.034,-0.254,0.063
YOR115C,0.458,-0.774,-0.687,-0.005,0.349,0.044,0.011,-0.182,-0.36,-0.634,-0.037,-0.546,-0.599,-0.62
YEL017W,-0.198,0.006,-0.31,-0.341,-0.213,-0.09,0.352,0.356,0.162,-0.212,0.33,0.501,0.076,0.131
YER148W,0.584,0.103,-0.027,0.433,0.619,0.393,0.446,0.115,-0.164,-0.178,0.299,-0.149,-0.334,-0.071
YGR251W,-0.337,0.199,0.252,0.227,0.473,0.548,0.187,-0.092,-0.47,-0.021,0.242,-0.463,-1.154,-0.11
YDR523C,-0.951,-0.314,-0.338,-1.026,-0.232,-0.172,-0.478,-0.147,-0.554,-0.544,0.007,-0.665,-0.667,-0.447
YPL095C,-0.156,0.031,0.105,-0.084,-0.332,-0.432,-0.149,-0.227,-0.207,-0.091,-0.417,0.004,-0.095,-0.046
YDL134C,0.74,0.426,0.195,0.087,0.224,0.352,0.019,0.329,0.253,0.232,0.366,0.385,0.124,0.485
YNL164C,-1.007,0.006,-0.454,-0.178,-0.013,-0.115,-0.103,-0.073,-0.184,-0.252,-0.294,-0.652,-0.103,-0.115
YBR257W,-0.48,-0.21,0.039,0.468,0.331,-0.188,0.027,0.39,-0.0215,0.0575,-0.012,0.0475,0.087,0.117
YNL104C,-0.398,0.093,0.16,0.223,-0.024,-0.018,0.187,0.416,0.695,0.403,0.077,0.761,0.677,0.658
YGL263W,-0.948,-0.897,-0.921,-0.524,-0.288,-0.696,-0.378,-0.426,-0.757,-0.81,-0.699,-0.782,-0.598,-0.534
YDL162C,-0.156,0.027,-0.105,-0.407,-0.23,-0.405,-0.257,-0.095,-0.2,-0.058,-0.153,-0.174,0.338,0.162
YLL026W,2.098,0.433,0.026,-0.055,-1.476,-1.423,-1.221,-0.878,-0.151,-0.731,-0.954,0.178,0.33,0.055
YML037C,-0.079,0.271,-0.455,-0.456,0.076,-0.006,-0.125,-0.286,-0.206,-0.193,-0.238,-0.197,-0.571,-0.071
YDR110W,0.196,0.347,0.095,0.013,0.37,0.21,-0.316,-0.141,0.112,0.167,0.292,-0.189,-0.217,0.015
YGL091C,1.155,0.043,0.246,0.342,0.13,0.103,-0.155,-0.176,-0.51,-0.231,-0.055,-0.26,-0.212,-0.016
YEL072W,0.046,-0.013,0.193,0.055,0.284,-0.517,0.328,-0.91,-0.42,-0.349,0.359,-0.783,-0.192,-0.293
YHR186C,-0.5935,-0.263,-0.323,0.1285,-0.1345,-0.145,0.0625,0.123,0.397,0.291,-0.446,0.2685,0.192,0.0185
YKL151C,1.37,0.699,0.36,0.154,-0.414,-0.568,-0.295,-0.129,-0.252,-0.682,-0.432,0.091,0.372,0.354
YLR282C,0.714,-0.059,-0.152,-0.278,0.331,0.127,0.031,-0.169,0.454,-0.347,0.043,-0.012,-0.158,-0.132
YDR283C,-0.511,0.222,-0.804,-0.115,-0.267,-0.07,0.048,0.112,-0.172,0.028,-0.166,0.252,0.234,-0.11
YLL065W,-0.55,-0.02,-0.165,-0.23,0.069,0.104,0.04,-0.174,-1.285,-0.134,0.152,-0.116,-0.523,-0.012
YJL117W,0.035,0.269,0.424,0.725,0.483,0.43,0.295,-0.058,-0.234,-0.154,0.153,-0.242,-0.329,-0.074
YLL051C,0.297,0.22,-0.544,-0.649,0.11,-0.093,0.04,-0.11,-0.026,-0.003,0.187,-0.253,-0.687,-0.323
YDL012C,0.129,0.317,0.147,-0.518,0.068,0.328,0.498,0.555,0.235,0.305,0.116,0.361,0.224,0.355
YPR048W,-0.85,0.14,-0.06,0.171,0.151,0.164,-0.029,-0.24,-0.188,-0.152,-0.052,-0.658,-0.506,-0.336
YNL057W,-1.411,-0.913,-0.883,0.612,-1.307,-0.753,-0.551,-0.062,0.241,0.871,0.75,0.916,1.106,0.628
YLR138W,-0.136,-0.157,-0.628,-0.256,-0.082,-0.071,-0.2,-0.235,0.163,0.117,0.062,0.077,-0.062,-0.008
YPR099C,-0.058,-0.008,0.08,0.208,0.217,0.05,0.456,0.302,0.053,0.212,0.216,0.501,0.371,0.408
YEL038W,-0.044,0.459,-0.107,-0.195,0.07,-0.021,0.103,0.211,0.386,0.211,0.426,0.548,0.429,0.645
YOL006C,-1.031,-0.385,-0.121,0.152,0.291,0.381,0.198,-0.038,0.005,0.032,-0.192,0.152,0.429,-0.116
YPL151C,-0.012,-0.418,-0.554,-0.266,-0.323,-0.003,-0.218,-0.022,-0.18,-0.23,-0.422,-0.333,0.074,-0.177
YLR152C,-0.104,-0.553,-0.477,-0.553,-0.666,-0.247,-0.161,0.093,0.285,-0.037,-0.111,0.164,-0.144,0.116
YHR143W,0.179,0.063,-1.239,-1.632,-1.116,-1.9,-1.735,-1.786,-1.346,-0.835,0.119,0.249,1.06,1.379
YKR004C,0.175,0.021,0.123,0.242,-0.28,-0.026,-0.087,-0.333,-0.398,-0.318,0.056,-0.281,0.385,-0.116
YJR031C,-0.5165,-0.5675,-0.4955,-0.0815,-0.2335,-0.03,-0.071,0.0385,0.0945,0.505,-0.109,0.0395,0.0985,-0.103
YDL141W,-1.183,-0.1785,-0.5935,-0.5355,-0.2815,-0.0325,-0.178,-0.025,0.158,0.2035,-0.257,0.203,-0.2455,-0.128
YMR265C,0.036,-0.058,-0.109,-0.748,0.099,0.237,-0.172,0.035,-0.316,-0.084,0.322,0.54,0.804,0.346
YJR145C,-0.446,0.437,0.351,0.72,0.762,0.667,0.733,0.717,0.499,0.46,0.39,0.23,0.007,-0.024
YOR210W,-0.038,-0.356,-0.239,0.008,0.764,0.606,0.188,-0.046,-0.145,-0.216,0.306,-0.381,-0.418,-0.452
YDR350C,0.287,-0.408,-0.4,-0.356,-0.483,-0.33,-0.262,-0.147,-0.1,-0.151,-0.161,-0.128,0.008,0.006
YLR465C,-1.122,-0.452,-0.309,-0.045,0.179,0.152,0.128,0.105,-0.033,0.038,-0.257,0.012,-0.293,0.113
YMR002W,-0.438,0.39,-0.081,-0.281,0.15,0.328,0.667,0.464,0.648,0.322,0.788,0.611,0.538,0.43
YPL102C,-0.811,-0.83,-0.589,0.065,-0.031,0.101,-0.218,0.102,0.235,0.407,-0.757,0.034,-0.608,-0.004
YPL077C,0.621,0.271,-0.343,0.291,0.326,-0.316,-0.07,-0.321,-0.481,-0.501,-0.143,-0.31,-0.526,-0.33
YHR006W,0.2125,-0.263,-0.1745,-0.68,-0.015,-0.067,0.0871,0.1235,-0.1205,0.044,-0.215,0.292,0.469,-0.0815
YAR030C,0.4485,0.192,0.013,0.2605,-0.0375,-0.0315,0.098,-0.1885,-0.1845,-0.415,-0.063,-0.163,0.1895,-0.0975
YCL037C,-0.584,-0.2,0.206,1.042,0.537,0.706,0.571,0.311,0.026,0.295,0.113,-0.394,-0.175,0.021
YBR003W,-0.0975,-0.5215,-0.2365,0.231,-0.196,-0.283,0.048,0.0915,-0.126,-0.277,-0.148,0.014,-0.1555,-0.0875
YDR150W,-0.253,0.03,0.0735,0.0615,-0.0835,-0.247,0.5165,-0.213,0.3485,0.476,-0.0785,0.3285,0.0845,0.2505
YGL084C,0.384,0.299,0.39,0.45,0.028,0.038,0.389,0.069,-0.052,0.01,0.386,-0.702,-0.185,0.147
YLL030C,0.21,-0.305,-0.477,-0.513,-0.087,-0.691,-0.101,-0.683,-0.499,-0.607,-0.386,-0.53,-0.612,-0.386
YBL102W,0.358,0.0365,-0.141,-0.255,-0.2155,-0.643,-0.232,-0.2495,-0.093,-0.375,-0.4265,-0.048,-0.114,-0.0025
YER047C,0.939,-0.133,0.201,0.148,-0.063,0.059,0.101,0.179,0.131,0.071,0.19,-0.117,0.343,0.346
YBR109C,0.282,0.0025,-0.0765,-0.181,-0.2,-0.093,-0.2045,-0.21,-0.228,-0.3685,-0.1585,0.184,-0.0495,-0.023
YCR084C,0.455,0.513,0.345,0.474,0.418,0.624,0.754,0.761,0.4,0.377,0.399,0.323,0.159,0.342
YDL172C,0.905,0.43,0.43,-0.164,0.262,0.446,0.429,0.114,0.01,0.141,0.489,0.07,0.109,0.006
YMR098C,0.091,-0.406,-0.305,-0.345,-0.246,-0.122,-0.306,-0.222,-0.497,-0.069,0.188,0.104,0.018,0.356
YCL045C,-0.0775,-0.128,-0.1435,0.2575,0.227,0.085,0.268,-0.2855,-0.0505,-0.103,0.0925,-0.023,-0.367,-0.1985
YKL002W,0.288,-0.022,-0.469,-0.372,-0.023,-0.252,-0.342,0.054,0.183,0.041,0.005,0.35,-0.086,0.458
YGR098C,-0.318,0.152,-0.127,-0.177,-0.091,-0.297,-0.05,-0.098,0.152,-0.092,-0.326,0.298,0.334,-0.07
YHR156C,-0.197,-0.249,-0.726,-0.361,-0.323,-0.095,-0.378,-0.498,-0.511,-0.645,-0.068,-0.118,-0.162,-0.321
YAR009C,-0.0113,-0.2024,-0.824,-0.049,-0.177,-0.4803,-0.181,-0.3833,-0.0693,-0.271,-0.6053,0.2933,-0.2153,0.0123
YKR016W,0.893,-0.112,-0.139,-0.02,-0.153,-0.021,-0.266,-0.085,-0.052,-0.013,0.192,0.23,-0.08,-0.156
YJL192C,-1.032,0.219,0.043,-0.051,0.131,-0.125,-0.055,0.206,0.107,0.192,0.223,0.049,-0.014,0.368
YGR190C,-0.188,-0.006,-0.467,-0.233,0.287,0.009,0.119,0.088,-0.159,0.013,0.229,-0.068,-0.287,0.015
YER107C,-0.3815,-0.419,-0.248,-0.436,0.0295,0.064,-0.3365,-0.0245,-0.046,-0.0795,-0.033,0.032,0.2265,-0.1415
YCL019W,0.112,-0.075,-0.073,0.089,0.085,-0.257,-0.253,-0.676,-0.247,-0.382,-0.272,-0.015,-0.509,-0.048
YEL024W,0.957,0.688,0.766,0.421,0.543,0.619,0.53,0.539,0.186,0.239,0.59,0.314,0.257,0.409
YMR094W,-0.957,-0.741,-0.535,-0.505,-0.236,0.024,-0.349,-0.425,-0.904,-0.033,1.462,-0.137,0.403,0.749
YDL100C,-0.042,0.781,0.113,-0.081,-0.145,0.516,0.49,0.809,0.612,0.362,0.539,0.343,0.489,0.765
YLR283W,1.027,0.172,-0.224,-0.045,-0.164,-0.399,-0.388,-0.546,-0.366,-0.575,-0.315,-0.033,-2.272,-0.468
YLL013C,-0.72,-1.146,-0.809,-0.261,-0.098,0.083,-0.109,-0.429,0.169,0.179,-0.099,-0.116,-0.377,-0.249
YOL033W,-0.327,-0.462,-0.519,-0.014,-0.041,0.092,-0.188,0.135,0.188,0.109,-0.409,0.04,0.198,0.043
YPR191W,0.35,-0.18,0.022,0.528,0.161,0.164,0.067,0.782,0.744,0.49,0.151,0.624,0.764,0.745
YIR031C,-0.325,0.737,0.138,-0.295,-0.318,-0.321,-0.154,0.527,0.515,0.381,0.332,0.405,0.451,0.408
YJL132W,0.04,0.144,-0.255,-0.348,-0.395,-0.381,-0.58,-0.277,-0.21,-0.379,-0.199,0.235,0.331,0.074
YOR106W,-0.175,-0.394,-0.08,0.016,0.285,0.331,-0.421,0.012,-0.129,-0.191,-0.232,-0.045,-0.414,-0.129
YDL215C,-1.022,-0.6855,-0.8465,-0.6825,-0.7895,-0.573,-0.2535,0.069,0.271,0.01,-0.077,0.174,0.139,-0.012
YCR019W,0.687,0.607,0.557,0.425,-0.021,0.115,0.239,-0.173,-0.238,-0.331,0.131,-0.422,-0.452,0.267
YBR198C,0.4065,-0.1175,-0.1735,0.41,0.0035,-0.3535,-0.046,-0.0285,-0.1015,-0.2375,-0.3715,-0.1215,-0.3225,-0.1805
YMR197C,0.859,0.469,-0.146,-0.351,-0.76,-0.473,-0.188,0.049,-0.021,-0.335,0.025,0.469,0.899,0.312
YJR107W,0.518,0.07,0.036,-0.252,-0.207,-0.331,-0.351,-0.351,-0.293,-0.232,-0.051,-0.161,-0.022,-0.206
YER164W,0.162,0.118,0.007,0.055,-0.052,0.11,0.382,0.021,-0.019,0.231,-0.012,0.117,-0.112,0.164
YLR276C,-0.865,-0.512,-0.426,0.032,0.418,0.432,-0.13,0.054,-0.29,0.055,-0.249,-0.691,-0.68,-0.188
YNL157W,1.335,0.427,0.243,0.171,-0.123,0.051,0.225,0.127,0.039,-0.064,-0.042,0.201,0.024,-0.013
YGR037C,-0.266,1.462,0.668,0.287,-0.007,0.611,0.528,0.818,0.455,0.687,0.686,0.504,0.611,0.765
YJL130C,-0.413,-0.168,0.141,0.343,-0.07,-0.2425,-0.0275,-0.2465,-0.1165,0.1165,-0.3235,0.148,-0.2875,0.243
YGR128C,-1.419,-0.26,-0.212,0.151,0.534,0.099,-0.079,-0.81,-0.374,-0.204,-0.352,-0.778,-0.481,-0.64
YOR017W,-0.435,-0.574,-0.536,-0.43,-0.262,0.132,0.009,-0.11,0.198,-0.345,-0.446,0.085,-0.623,-0.51
YLR023C,-0.059,0.285,0.394,0.649,0.56,0.459,0.348,-0.041,-0.099,0.116,0.141,-0.337,-0.381,-0.239
YJR136C,-0.193,0.039,-0.21,-0.354,0.033,-0.093,-0.164,-1.162,-0.869,-0.448,-0.024,-0.579,-0.475,0.118
YHR005C,-0.779,0.299,0.392,0.839,0.705,0.471,0.262,0.14,-0.089,0.287,0.458,-0.069,-0.196,0.292
YLR253W,-0.476,-0.275,-0.544,-0.613,-0.25,-0.17,-0.3,0.013,0.487,-0.137,-0.164,0.393,0.27,-0.183
YPR046W,-0.382,-0.079,-0.118,-0.309,-0.26,-0.114,-0.125,-0.329,-0.452,-0.364,0.042,-0.7,-0.327,-0.321
YGL092W,-0.031,-0.1635,-0.5735,-0.0386,-0.2535,0.399,0.045,0.3405,0.138,-0.1565,-0.9,-0.3165,-0.712,-0.112
YGR167W,1.012,0.113,0.022,-0.105,-0.304,-0.094,-0.064,0.087,0.283,0.131,0.171,0.49,0.349,0.304
YOL142W,-0.907,-0.764,-0.025,0.127,0.259,0.137,-0.039,-0.031,-0.103,0.349,0.188,-0.338,-0.557,0.483
YIL089W,-0.204,-0.242,-0.392,-0.649,-0.078,-0.545,-0.219,-0.626,-0.403,-0.46,-0.041,-0.591,-0.596,-0.575
YJL056C,-0.29,0.264,-0.242,0.076,-0.189,-0.146,-0.11,-0.239,-0.085,0.314,-0.31,0.312,1.019,0.315
YEL058W,-0.223,0.439,0.267,0.203,0.22,0.036,0.458,0.379,0.583,0.582,0.638,0.537,0.937,0.759
YNL243W,-0.241,0.028,-0.078,0.233,0.167,0.297,0.197,-0.614,0.839,0.728,-0.199,0.717,0.73,0.686
YAL023C,-1.369,-0.6305,-0.7035,-0.295,0.0585,0.2085,0.543,0.4315,0.2845,0.243,-0.209,0.3345,-0.292,-0.262
YOL137W,-0.222,-0.095,-0.211,-0.315,-0.009,0.182,0.024,-0.209,0.037,-0.025,-0.223,-0.097,-0.492,-0.213
YNL334C,0.304,-0.222,0.552,0.114,0.331,0.065,0.347,0.089,-0.266,-0.323,-0.141,-0.426,-0.631,-0.218
YMR129W,-0.887,0.501,-0.261,0.27,0.035,0.222,0.378,0.547,0.308,0.512,0.125,0.191,0.147,0.443
YMR220W,-0.031,-0.064,-0.217,-0.041,-0.137,0.033,-0.166,-0.252,0.096,-0.188,-0.274,-0.087,-0.185,-0.388
YDR533C,0.932,0.062,0.705,0.545,-0.305,-0.573,-0.68,-0.436,-0.349,-0.429,-0.334,-0.051,0.175,0.065
YGR213C,-0.09,-0.422,-0.086,0.336,0.423,-0.072,-0.189,-0.395,-0.369,-0.227,0.194,-0.282,-0.443,-0.181
YGR290W,0.995,-0.334,-0.318,-0.005,-0.089,-0.4,0.015,-0.415,-0.416,-0.35,0.015,-0.129,-0.297,-0.205
YGR242W,0.07,0.231,-0.056,-0.01,-0.022,-1.16,0.038,0.159,0.05,0.054,0.264,0.315,0.113,-0.048
YHR127W,-0.319,-0.122,0.119,-0.647,0.154,0.647,0.568,0.296,0.326,0.177,0.522,-0.116,-0.058,-0.001
YPL161C,-0.034,-0.5335,-0.434,0.207,-0.194,-0.1675,-0.247,-0.2825,-0.3335,-0.1695,-0.1535,-0.395,-0.2055,-0.3665
YNL019C,0.068,-1.553,-0.474,-0.689,-0.451,-0.493,-0.757,-0.533,-0.025,-0.49,-0.555,-0.472,-0.204,-0.131
YDL140C,-0.351,0.102,-0.309,0.0455,-0.3665,-0.0615,-0.1045,0.1915,0.291,0.563,-0.086,0.3555,0.0395,0.306
YLR041W,-0.24,-0.867,-0.226,-0.461,0.239,0.074,0.265,-0.372,-0.547,-0.34,0.119,-0.424,-0.145,0.104
YBR226C,-0.0417,-0.1793,-0.4767,-0.2573,-0.3397,-0.5797,-0.364,-0.4567,0.0863,-0.011,-0.507,0.1793,0.13,-0.1503
YHR046C,-0.615,0.465,0.261,0.334,0.524,0.33,0.068,-0.01,-0.75,-0.051,0.192,-0.515,-0.646,0.072
YBR203W,0.037,-0.2495,-0.502,-0.3245,-0.2735,-0.585,-0.56,-0.154,0.005,0.1015,-0.366,0.3795,0.356,-0.169
YFL009W,0.09,0.288,-0.064,0.095,-0.287,-0.16,-0.123,0.133,0.222,0.269,-0.032,0.431,0.03,0.235
YIL176C,-0.113,-0.087,-0.237,-0.403,-0.003,0.185,0.026,0.259,0.127,0,-0.101,0.096,0.209,0.104
YLR260W,-0.551,-0.179,-0.353,0.055,-0.279,-0.166,-0.018,0.126,-0.111,0.069,0.066,-0.138,0.107,0.255
YPL004C,0.992,0.707,0.459,0.25,-0.212,-0.203,-0.208,0.554,0.646,0.357,0.026,0.771,0.934,0.819
YJR078W,0.186,0.192,0.229,0.163,-0.28,-0.041,-0.356,-0.006,0.119,0.148,-0.005,0.035,0.119,0.098
YCL048W,-0.3895,-0.0525,-0.074,-0.577,-0.0815,-0.004,-0.1385,-0.4,-0.217,-0.3195,0.023,-1.434,0.0427,0.1005
YPR029C,-0.221,-0.657,-0.775,-0.166,-0.112,-0.115,-0.291,0.115,0.067,0.122,-0.158,0.106,-0.096,-0.124
YMR115W,0.453,-0.416,-0.454,-0.447,-0.346,-0.52,-0.264,-0.235,-0.297,-0.591,-0.305,-0.459,-0.415,-0.601
YLR079W,0.551,-0.91,-0.427,-0.442,-0.599,-0.672,-0.614,-0.56,-0.355,-0.469,0.217,0.572,0.748,0.454
YDL047W,0.502,0.026,-0.195,-0.101,-0.018,-0.179,-0.476,-0.247,-0.027,0.123,-0.104,0.201,-0.028,0.009
YGL030W,-0.383,-0.101,0.08,0.382,0.493,0.519,-0.093,0.194,-0.173,-0.11,0.311,-0.405,-0.836,-0.326
YLR098C,-0.387,-0.07,0.207,0.125,0.073,0.133,0.147,0.297,0.334,0.662,0.344,0.246,0.168,0.527
YOL166C,0.086,0.03,-0.092,0.04,0.206,0.216,0.258,-0.813,-1.015,-0.302,0.152,-0.567,-1.113,-0.005
YIL164C,-0.018,0.936,0.289,0.23,0.117,0.34,0.147,0.635,0.257,0.176,0.243,0.221,0.674,0.41
YML072C,0.243,0.947,0.199,0.037,0.089,0.039,0.387,0.667,0.55,0.436,0.105,0.478,0.349,0.556
YML093W,-0.619,-0.294,-0.249,0.255,0.791,0.669,0.013,0.075,-0.108,0.124,-0.322,-0.546,-0.427,-0.256
YCL028W,0.49,0.627,0.628,0.086,0.075,0.472,0.698,0.719,0.493,0.376,0.647,0.615,0.457,0.74
YDL187C,-0.059,-0.434,-0.608,-0.664,-0.298,-0.736,-0.383,-0.833,-0.471,-0.657,-0.41,-0.822,-0.587,-0.708
YFR013W,-0.556,-0.2235,-0.3355,-0.1255,-0.143,-0.4515,-0.25,0.0355,-0.0205,-0.173,-0.32,-0.002,-0.2305,-0.279
YIL125W,0,-0.129,-0.068,-0.159,-0.271,0.172,0.083,0.188,0.423,0.64,-0.024,1.149,0.5263,0.362
YNL223W,1.184,-0.52,0.214,-0.182,-0.617,-0.731,-0.333,-0.1,-0.821,-0.271,0.212,0.047,-0.174,0.299
YMR023C,-0.49,-0.466,-0.347,-0.012,-0.298,-0.134,-0.185,-0.277,-0.525,-0.593,-0.29,-0.297,-0.373,-0.292
YIL035C,-0.124,-0.343,-0.401,-0.45,-0.093,-0.351,-0.362,0.081,-0.177,-0.225,-0.038,-0.211,-0.126,-0.118
YDL197C,-0.141,-0.186,-0.503,0.324,0.212,0.515,0.567,0.692,0.016,0.036,-0.127,-0.121,0.1,0.164
YDL168W,-0.408,0.675,0.474,0.266,0.355,0.223,-0.521,0.169,0.099,0.133,0.168,0.175,0.232,0.705
YBL006C,0.5455,0.1405,-0.4025,0.028,-0.0465,0.03,-0.1325,-0.069,-0.01,-0.079,0.0485,0.303,0.061,0.001
YDR196C,1.389,0.414,0.237,-0.354,-0.12,-0.096,0.121,-0.023,-0.066,-0.047,0.28,-0.048,0.067,0.389
YMR152W,0.403,0.145,-0.165,-0.161,-0.705,-0.419,-0.353,-0.267,-0.054,0.095,-0.027,0.346,0.151,0.013
YDL247W,-0.419,0.154,-0.203,-0.283,-0.208,0.079,-0.107,-0.092,-0.262,0.497,-0.134,0.25,-0.158,0.009
YBL071C,-1.4565,-0.0215,0.054,0.0925,0.291,0.057,0.145,-0.151,-0.408,-0.2565,-0.1745,-0.7655,-0.6937,0.134
YMR126C,0.16,-0.839,-0.632,-0.08,-0.037,-0.379,-0.079,-0.273,-0.407,-0.376,-0.274,-0.55,-0.866,-0.367
YPR136C,-0.457,-0.398,-0.5,0.384,0.559,-0.002,0.17,-0.057,-0.257,0.014,-0.172,-0.709,-0.649,-0.376
YPL183C,-1.424,0.805,-0.143,0.667,0.179,0.283,-0.142,-0.522,-0.358,-0.077,-0.447,-0.434,-0.697,-0.568
YDR186C,0.385,0.709,0.213,0.618,0.237,0.419,0.485,0.714,0.394,0.767,-0.043,0.562,0.97,0.514
YJL158C,-1.616,-1.855,-1.2965,-0.932,0.311,0.9445,0.893,1.1925,0.9035,1.263,0.8465,0.9705,0.4885,0.7685
YDL091C,1.614,0.459,-0.211,-0.457,-0.762,-0.29,-0.137,-0.334,-0.098,-0.762,-0.061,0.113,0.053,-0.277
