ID	KO1	KO2	KO3	WT1	WT2	WT3
1438777_a_at	8.946028989515476	9.090641751917847	8.793440742932862	8.685800019744892	8.653919873119422	8.295080132764602
1438778_at	7.617651119427331	7.623515741490549	6.783980413683795	5.520422248526446	7.2006534363674675	7.122051447713891
1438779_at	4.82781902461732	5.658211482751795	4.161887682376894	4.977279923499917	4.336283387864432	6.323730337521348
1438780_at	7.073606040574941	6.015693807105145	7.949534933017012	7.290018846932618	7.813781191217037	4.314696525656286
1438781_at	10.971759079938906	11.428778891337586	10.910642730469625	11.324461855977317	11.530357563622808	11.769093994661743
1438782_at	9.293471648838134	8.933690654952233	9.704422435180481	9.115303806152117	9.57156305219755	9.599912842187127
1438783_at	9.603811769450285	9.682116764950074	9.82273014794452	8.817623257511432	9.419960177847889	10.015693807105146
1438784_at	11.957609943359783	11.774004564162944	11.698878265836903	11.72451385311995	10.818582177480858	11.06548345438636
1438785_at	6.141596278383818	6.931919390100041	5.3750394313469245	6.859224161978204	7.569855608330948	8.253611151947169
1438786_a_at	9.869439618531578	9.91004304427544	10.004782263459598	9.905838246759043	9.892239219206168	9.935017677925657
1438787_at	8.872520984591661	9.40896655165431	8.883865154509795	9.052024560482831	8.62168560672668	8.724854875468989
1438788_at	10.28493974248679	10.949316060978227	10.735132884139947	11.12360412414095	10.945516993500764	11.263797348413624
1438789_s_at	8.887525270741587	8.22062016744785	7.893604904858294	8.98099636973059	8.404715826596632	8.935165049603695
1438790_x_at	11.544626412427668	11.253315681194115	11.070120944476823	11.185866545311335	11.3968188150137	11.479578191749074
1438791_at	5.035623909730721	6.741466986401147	4.121015400961366	6.2761244052742375	3.1043366598147357	3.84799690655495
1438792_at	4.906890595608519	6.068240861312821	7.452858964713811	8.222553427423428	7.668175868970137	7.538382960032119
1438793_x_at	9.862327400517986	10.313336561652152	9.188588845707349	10.212982673237953	9.437544026315472	9.59749392944769
1438794_x_at	15.921650362320802	15.850811922162004	16.039098972099328	15.505265726970238	15.881744906148425	15.798565459832396
1438795_x_at	6.7073591320808825	6.846744023244868	7.592457037268081	7.20163386116965	7.983563697223322	5.703211467391146
1438796_at	7.573647187493322	7.950701690089008	7.746850183098051	7.412781525338476	7.474922700379797	8.423746229114771
1438797_at	7.230741002626909	4.958842675243241	3.4059923596758366	7.522777669524576	7.918266959092563	7.337175868586299
1438798_at	9.521600439723727	9.667111542075027	9.460865403845991	9.237209960755022	8.960581211353475	9.378294855911891
1438799_at	3.9818526532897405	6.800899899920305	6.866660750819986	6.646738698307846	6.39746072605472	6.816343705284859
1438800_at	9.566815154010897	9.94865924556015	9.85735900975864	9.516881890821198	10.406098686465205	10.285402218862249
1438801_at	8.702519029153285	8.146186791490736	8.077349829621605	8.148222340386997	8.889656058192164	8.51254295509686
1438802_at	8.423326047069894	9.412358137208985	8.766860143829545	8.799281621521923	9.336060181390577	9.463115619892362
1438803_s_at	10.71338651493703	10.752297009633487	10.814582465906277	11.247808865880634	11.147840893672337	10.928148216169037
1438804_at	7.084276910531492	4.2630344058337934	6.300123724569014	6.45450493755737	6.06177619758669	6.569855608330948
1438805_at	7.82273014794452	7.560714954474479	6.661065479806948	7.891176124754544	7.155830171556525	6.20945336562895
1438806_at	7.734709620225838	7.372429792334089	7.767522386228545	8.512147858547522	5.638073837180719	8.348728154231077
1438807_at	10.109569509370688	10.004641834682449	9.908242488608478	10.895045060796672	8.794415866350105	9.824481474700422
1438808_at	6.669593751188333	7.492654371018913	2.1043366598147357	7.768184324776926	5.614709844115208	6.076815597050831
1438809_at	9.219410563083464	9.865887892259215	9.005063080013455	8.740118042833128	9.981709974652341	9.694532010091844
1438810_at	7.045486656359465	5.232660756790275	7.45038647903429	7.083213368248981	6.710117632043446	7.113742166049188
1438811_at	7.185866545311334	8.580447019598664	8.354469792157401	7.626439136697315	7.861707286585856	8.062316027355715
1438812_x_at	6.937815168803419	6.9565213633331195	6.845490050944375	6.918863237274595	6.441284271927038	6.147713722352154
1438813_at	6.596935142387232	4.608809242675524	7.5445781173388395	6.933100474931368	4.620586410451877	4.867896463992655
1438814_at	9.708739041359578	9.649974651158104	8.863876520221096	9.341407628590991	9.206281801735347	9.688425170661892
1438815_at	8.517275693209582	7.656067273725599	8.671717965129234	7.2630344058337934	8.662846365159478	8.314696525656286
1438816_at	10.373952655370193	10.720842762772769	10.421012855779226	10.761052518938024	10.520029304212185	11.177544117674206
1438817_at	8.287250643254616	8.397032817096848	8.677719641641009	9.127478520098219	9.71681946132995	8.952741247186488
1438818_at	8.925702781351335	9.324855596950432	9.546894459887637	9.269126679149418	9.28493974248679	9.563577634904892
1438819_at	8.591709333161742	9.267723051627422	9.061236165747747	8.975847968006784	7.88508622529017	9.094077685671905
1438820_at	7.538382960032119	7.978996396088938	7.475733430966398	7.947783026255419	6.701826258412055	8.271929843970861
1438821_at	9.799767295669207	9.738430087754779	9.580635447084191	8.931328484893791	10.282856762199058	10.815543408464597
1438822_at	7.45038647903429	7.743488039789185	5.581953750848818	7.940754047474802	6.910492832288714	6.048759311919856
1438823_at	5.247927513443585	7.098032082960526	7.6169163625788086	7.6941837433331495	4.672425341971495	5.1001366712854495
1438824_at	8.481799431665753	8.923327485419192	7.943100847570798	8.87866404280189	8.081083928687635	8.554588851677638
1438825_at	5.596935142387232	7.817623257511431	7.092757140919852	7.708049251702217	6.697662633470518	6.2268938135713885
